hmdb_primary,polar_surface_area,polarizability
HMDB0118374,236.95,140.67
HMDB0118375,236.95,140.91
HMDB0118376,236.95,143.29
HMDB0118377,236.95,142.97
HMDB0118378,236.95,141.31
HMDB0118379,236.95,145.51
HMDB0118380,236.95,145.14
HMDB0118381,236.95,147.66
HMDB0118382,236.95,147.38
HMDB0118383,236.95,149.88
HMDB0118384,236.95,149.32
HMDB0118385,236.95,149.55
HMDB0118386,236.95,151.96
HMDB0118387,236.95,151.72
HMDB0118388,236.95,154.15
HMDB0118389,236.95,156.35
HMDB0118390,236.95,156.02
HMDB0118391,236.95,158.53
HMDB0118392,236.95,158.02
HMDB0118393,236.95,140.16
HMDB0118394,236.95,140.37
HMDB0118395,236.95,142.79
HMDB0118396,236.95,142.53
HMDB0118397,236.95,140.84
HMDB0118398,236.95,144.96
HMDB0118399,236.95,144.63
HMDB0118400,236.95,147.13
HMDB0118401,236.95,146.86
HMDB0118402,236.95,149.37
HMDB0118403,236.95,148.84
HMDB0118404,236.95,148.99
HMDB0118405,236.95,151.48
HMDB0118406,236.95,151.22
HMDB0118407,236.95,153.7
HMDB0118408,236.95,155.84
HMDB0118409,236.95,155.56
HMDB0118410,236.95,158.01
HMDB0118411,236.95,157.58
HMDB0118412,236.95,140.59
HMDB0118413,236.95,143.01
HMDB0118414,236.95,142.79
HMDB0118415,236.95,141.09
HMDB0118416,236.95,145.21
HMDB0118417,236.95,144.98
HMDB0118418,236.95,147.4
HMDB0118419,236.95,147.11
HMDB0118420,236.95,149.59
HMDB0118421,236.95,149.15
HMDB0118422,236.95,149.36
HMDB0118423,236.95,151.76
HMDB0118424,236.95,151.5
HMDB0118425,236.95,153.94
HMDB0118426,236.95,156.1
HMDB0118427,236.95,155.77
HMDB0118428,236.95,158.31
HMDB0118429,236.95,157.78
HMDB0118430,236.95,145.47
HMDB0118431,236.95,145.16
HMDB0118432,236.95,143.46
HMDB0118433,236.95,147.61
HMDB0118434,236.95,147.37
HMDB0118435,236.95,149.78
HMDB0118436,236.95,149.52
HMDB0118437,236.95,151.97
HMDB0118438,236.95,151.55
HMDB0118439,236.95,151.73
HMDB0118440,236.95,154.16
HMDB0118441,236.95,153.88
HMDB0118442,236.95,156.31
HMDB0118443,236.95,158.5
HMDB0118444,236.95,158.1
HMDB0118445,236.95,160.6
HMDB0118446,236.95,160.2
HMDB0118447,236.95,144.9
HMDB0118448,236.95,143.18
HMDB0118449,236.95,147.33
HMDB0118450,236.95,147.03
HMDB0118451,236.95,149.54
HMDB0118452,236.95,149.21
HMDB0118453,236.95,151.72
HMDB0118454,236.95,151.26
HMDB0118455,236.95,151.37
HMDB0118456,236.95,153.89
HMDB0118457,236.95,153.55
HMDB0118458,236.95,155.98
HMDB0118459,236.95,158.23
HMDB0118460,236.95,157.91
HMDB0118461,236.95,160.35
HMDB0118462,236.95,159.88
HMDB0118463,236.95,141.89
HMDB0118464,236.95,145.77
HMDB0118465,236.95,145.47
HMDB0118466,236.95,147.96
HMDB0118467,236.95,147.65
HMDB0118468,236.95,150.11
HMDB0118469,236.95,149.63
HMDB0118470,236.95,149.82
HMDB0118471,236.95,152.28
HMDB0118472,236.95,152.03
HMDB0118473,236.95,154.48
HMDB0118474,236.95,156.64
HMDB0118475,236.95,156.36
HMDB0118476,236.95,158.79
HMDB0118477,236.95,158.33
HMDB0118478,236.95,149.78
HMDB0118479,236.95,149.52
HMDB0118480,236.95,151.96
HMDB0118481,236.95,151.62
HMDB0118482,236.95,154.14
HMDB0118483,236.95,153.69
HMDB0118484,236.95,153.88
HMDB0118485,236.95,156.29
HMDB0118486,236.95,155.96
HMDB0118487,236.95,158.49
HMDB0118488,236.95,160.59
HMDB0118489,236.95,160.37
HMDB0118490,236.95,162.81
HMDB0118491,236.95,162.37
HMDB0118492,236.95,149.32
HMDB0118493,236.95,151.76
HMDB0118494,236.95,151.45
HMDB0118495,236.95,153.92
HMDB0118496,236.95,153.49
HMDB0118497,236.95,153.64
HMDB0118498,236.95,156.08
HMDB0118499,236.95,155.76
HMDB0118500,236.95,158.19
HMDB0118501,236.95,160.4
HMDB0118502,236.95,160.12
HMDB0118503,236.95,162.54
HMDB0118504,236.95,162.04
HMDB0118505,236.95,154.13
HMDB0118506,236.95,153.79
HMDB0118507,236.95,156.25
HMDB0118508,236.95,155.86
HMDB0118509,236.95,156.01
HMDB0118510,236.95,158.44
HMDB0118511,236.95,158.06
HMDB0118512,236.95,160.54
HMDB0118513,236.95,162.75
HMDB0118514,236.95,162.48
HMDB0118515,236.95,164.97
HMDB0118516,236.95,164.52
HMDB0118517,236.95,153.55
HMDB0118518,236.95,155.96
HMDB0118519,236.95,155.61
HMDB0118520,236.95,155.74
HMDB0118521,236.95,158.1
HMDB0118522,236.95,157.81
HMDB0118523,236.95,160.28
HMDB0118524,236.95,162.41
HMDB0118525,236.95,162.2
HMDB0118526,236.95,164.7
HMDB0118527,236.95,164.21
HMDB0118528,236.95,158.48
HMDB0118529,236.95,158.01
HMDB0118530,236.95,158.22
HMDB0118531,236.95,160.58
HMDB0118532,236.95,160.27
HMDB0118533,236.95,162.72
HMDB0118534,236.95,164.88
HMDB0118535,236.95,164.58
HMDB0118536,236.95,167.09
HMDB0118537,236.95,166.66
HMDB0118538,236.95,157.56
HMDB0118539,236.95,157.68
HMDB0118540,236.95,160.14
HMDB0118541,236.95,159.86
HMDB0118542,236.95,162.32
HMDB0118543,236.95,164.47
HMDB0118544,236.95,164.19
HMDB0118545,236.95,166.55
HMDB0118546,236.95,166.19
HMDB0118547,236.95,157.93
HMDB0118548,236.95,160.38
HMDB0118549,236.95,160.02
HMDB0118550,236.95,162.45
HMDB0118551,236.95,164.69
HMDB0118552,236.95,164.34
HMDB0118553,236.95,166.84
HMDB0118554,236.95,166.46
HMDB0118555,236.95,162.73
HMDB0118556,236.95,162.48
HMDB0118557,236.95,164.96
HMDB0118558,236.95,167.08
HMDB0118559,236.95,166.8
HMDB0118560,236.95,169.24
HMDB0118561,236.95,168.79
HMDB0118562,236.95,162.18
HMDB0118563,236.95,164.63
HMDB0118564,236.95,166.76
HMDB0118565,236.95,166.43
HMDB0118566,236.95,168.96
HMDB0118567,236.95,168.47
HMDB0118568,236.95,167.06
HMDB0118569,236.95,169.22
HMDB0118570,236.95,168.95
HMDB0118571,236.95,171.41
HMDB0118572,236.95,170.9
HMDB0118573,236.95,171.28
HMDB0118574,236.95,171.06
HMDB0118575,236.95,173.47
HMDB0118576,236.95,173.09
HMDB0118577,236.95,170.77
HMDB0118578,236.95,173.17
HMDB0118579,236.95,172.82
HMDB0118580,236.95,175.72
HMDB0118581,236.95,175.33
HMDB0118582,236.95,174.8
HMDB0118583,236.95,121.53
HMDB0118584,236.95,121.37
HMDB0118585,236.95,123.74
HMDB0118586,236.95,123.92
HMDB0118587,236.95,123.43
HMDB0118588,236.95,125.94
HMDB0118589,236.95,125.67
HMDB0118590,236.95,128.05
HMDB0118591,236.95,127.66
HMDB0118592,236.95,127.77
HMDB0118593,236.95,130.17
HMDB0118594,236.95,129.94
HMDB0118595,236.95,132.37
HMDB0118596,236.95,131.96
HMDB0118597,236.95,132.17
HMDB0118598,236.95,134.65
HMDB0118599,236.95,134.23
HMDB0118600,236.95,132.36
HMDB0118601,236.95,136.79
HMDB0118602,236.95,136.49
HMDB0118603,236.95,138.99
HMDB0118604,236.95,138.68
HMDB0118605,236.95,141.19
HMDB0118606,236.95,140.7
HMDB0118607,236.95,140.88
HMDB0118608,236.95,143.29
HMDB0118609,236.95,143.04
HMDB0118610,236.95,145.49
HMDB0118611,236.95,147.54
HMDB0118612,236.95,147.38
HMDB0118613,236.95,149.86
HMDB0118614,236.95,149.37
HMDB0118615,236.95,121.01
HMDB0118616,236.95,123.49
HMDB0118617,236.95,123.18
HMDB0118618,236.95,123.22
HMDB0118619,236.95,125.69
HMDB0118620,236.95,125.41
HMDB0118621,236.95,127.78
HMDB0118622,236.95,127.37
HMDB0118623,236.95,127.43
HMDB0118624,236.95,129.94
HMDB0118625,236.95,129.72
HMDB0118626,236.95,132.21
HMDB0118627,236.95,131.77
HMDB0118628,236.95,131.86
HMDB0118629,236.95,134.36
HMDB0118630,236.95,134.1
HMDB0118631,236.95,132.01
HMDB0118632,236.95,136.54
HMDB0118633,236.95,136.3
HMDB0118634,236.95,138.73
HMDB0118635,236.95,138.46
HMDB0118636,236.95,140.87
HMDB0118637,236.95,140.51
HMDB0118638,236.95,140.65
HMDB0118639,236.95,143.14
HMDB0118640,236.95,142.83
HMDB0118641,236.95,145.26
HMDB0118642,236.95,147.47
HMDB0118643,236.95,147.15
HMDB0118644,236.95,149.63
HMDB0118645,236.95,149.19
HMDB0118646,236.95,126.0
HMDB0118647,236.95,125.69
HMDB0118648,236.95,125.74
HMDB0118649,236.95,128.07
HMDB0118650,236.95,127.83
HMDB0118651,236.95,130.24
HMDB0118652,236.95,129.74
HMDB0118653,236.95,129.94
HMDB0118654,236.95,132.42
HMDB0118655,236.95,132.08
HMDB0118656,236.95,134.57
HMDB0118657,236.95,134.09
HMDB0118658,236.95,134.32
HMDB0118659,236.95,136.69
HMDB0118660,236.95,136.46
HMDB0118661,236.95,134.61
HMDB0118662,236.95,138.99
HMDB0118663,236.95,138.7
HMDB0118664,236.95,141.14
HMDB0118665,236.95,140.84
HMDB0118666,236.95,143.29
HMDB0118667,236.95,142.85
HMDB0118668,236.95,143.01
HMDB0118669,236.95,145.47
HMDB0118670,236.95,145.19
HMDB0118671,236.95,147.69
HMDB0118672,236.95,149.81
HMDB0118673,236.95,149.53
HMDB0118674,236.95,151.98
HMDB0118675,236.95,151.54
HMDB0118676,236.95,125.22
HMDB0118677,236.95,125.18
HMDB0118678,236.95,127.56
HMDB0118679,236.95,127.28
HMDB0118680,236.95,129.82
HMDB0118681,236.95,129.33
HMDB0118682,236.95,129.41
HMDB0118683,236.95,131.94
HMDB0118684,236.95,131.56
HMDB0118685,236.95,134.14
HMDB0118686,236.95,133.66
HMDB0118687,236.95,133.88
HMDB0118688,236.95,136.3
HMDB0118689,236.95,135.98
HMDB0118690,236.95,134.12
HMDB0118691,236.95,138.49
HMDB0118692,236.95,138.16
HMDB0118693,236.95,140.7
HMDB0118694,236.95,140.27
HMDB0118695,236.95,142.8
HMDB0118696,236.95,142.4
HMDB0118697,236.95,142.56
HMDB0118698,236.95,145.01
HMDB0118699,236.95,144.74
HMDB0118700,236.95,147.22
HMDB0118701,236.95,149.38
HMDB0118702,236.95,149.1
HMDB0118703,236.95,151.54
HMDB0118704,236.95,151.08
HMDB0118705,236.95,125.47
HMDB0118706,236.95,127.82
HMDB0118707,236.95,127.52
HMDB0118708,236.95,129.91
HMDB0118709,236.95,129.58
HMDB0118710,236.95,129.7
HMDB0118711,236.95,132.12
HMDB0118712,236.95,131.77
HMDB0118713,236.95,134.29
HMDB0118714,236.95,133.94
HMDB0118715,236.95,133.98
HMDB0118716,236.95,136.53
HMDB0118717,236.95,136.24
HMDB0118718,236.95,134.3
HMDB0118719,236.95,138.74
HMDB0118720,236.95,138.42
HMDB0118721,236.95,140.87
HMDB0118722,236.95,140.61
HMDB0118723,236.95,143.09
HMDB0118724,236.95,142.56
HMDB0118725,236.95,142.75
HMDB0118726,236.95,145.25
HMDB0118727,236.95,144.94
HMDB0118728,236.95,147.39
HMDB0118729,236.95,149.61
HMDB0118730,236.95,149.3
HMDB0118731,236.95,151.78
HMDB0118732,236.95,151.33
HMDB0118733,236.95,130.16
HMDB0118734,236.95,129.96
HMDB0118735,236.95,132.36
HMDB0118736,236.95,131.99
HMDB0118737,236.95,132.1
HMDB0118738,236.95,134.51
HMDB0118739,236.95,134.24
HMDB0118740,236.95,136.7
HMDB0118741,236.95,136.29
HMDB0118742,236.95,136.42
HMDB0118743,236.95,138.89
HMDB0118744,236.95,138.58
HMDB0118745,236.95,136.78
HMDB0118746,236.95,141.05
HMDB0118747,236.95,140.81
HMDB0118748,236.95,143.27
HMDB0118749,236.95,142.96
HMDB0118750,236.95,145.44
HMDB0118751,236.95,144.98
HMDB0118752,236.95,145.17
HMDB0118753,236.95,147.63
HMDB0118754,236.95,147.33
HMDB0118755,236.95,149.81
HMDB0118756,236.95,151.94
HMDB0118757,236.95,151.67
HMDB0118758,236.95,154.13
HMDB0118759,236.95,153.69
HMDB0118760,236.95,129.56
HMDB0118761,236.95,132.07
HMDB0118762,236.95,131.65
HMDB0118763,236.95,131.75
HMDB0118764,236.95,134.23
HMDB0118765,236.95,133.97
HMDB0118766,236.95,136.44
HMDB0118767,236.95,135.99
HMDB0118768,236.95,136.17
HMDB0118769,236.95,138.55
HMDB0118770,236.95,138.36
HMDB0118771,236.95,136.88
HMDB0118772,236.95,140.84
HMDB0118773,236.95,140.56
HMDB0118774,236.95,143.04
HMDB0118775,236.95,142.7
HMDB0118776,236.95,145.22
HMDB0118777,236.95,144.73
HMDB0118778,236.95,144.9
HMDB0118779,236.95,147.37
HMDB0118780,236.95,147.07
HMDB0118781,236.95,149.59
HMDB0118782,236.95,151.73
HMDB0118783,236.95,151.41
HMDB0118784,236.95,153.89
HMDB0118785,236.95,153.45
HMDB0118786,236.95,134.53
HMDB0118787,236.95,134.24
HMDB0118788,236.95,134.21
HMDB0118789,236.95,136.72
HMDB0118790,236.95,136.41
HMDB0118791,236.95,138.87
HMDB0118792,236.95,138.46
HMDB0118793,236.95,138.57
HMDB0118794,236.95,141.1
HMDB0118795,236.95,140.69
HMDB0118796,236.95,138.97
HMDB0118797,236.95,143.27
HMDB0118798,236.95,142.95
HMDB0118799,236.95,145.42
HMDB0118800,236.95,145.12
HMDB0118801,236.95,147.54
HMDB0118802,236.95,147.13
HMDB0118803,236.95,147.29
HMDB0118804,236.95,149.79
HMDB0118805,236.95,149.52
HMDB0118806,236.95,151.96
HMDB0118807,236.95,154.14
HMDB0118808,236.95,153.83
HMDB0118809,236.95,156.3
HMDB0118810,236.95,155.88
HMDB0118811,236.95,133.62
HMDB0118812,236.95,133.73
HMDB0118813,236.95,136.22
HMDB0118814,236.95,135.88
HMDB0118815,236.95,138.44
HMDB0118816,236.95,137.92
HMDB0118817,236.95,138.09
HMDB0118818,236.95,140.57
HMDB0118819,236.95,140.19
HMDB0118820,236.95,138.87
HMDB0118821,236.95,142.79
HMDB0118822,236.95,142.47
HMDB0118823,236.95,144.92
HMDB0118824,236.95,144.59
HMDB0118825,236.95,147.1
HMDB0118826,236.95,146.65
HMDB0118827,236.95,146.83
HMDB0118828,236.95,149.27
HMDB0118829,236.95,149.01
HMDB0118830,236.95,151.47
HMDB0118831,236.95,153.63
HMDB0118832,236.95,153.36
HMDB0118833,236.95,155.8
HMDB0118834,236.95,155.32
HMDB0118835,236.95,134.02
HMDB0118836,236.95,136.44
HMDB0118837,236.95,136.13
HMDB0118838,236.95,138.65
HMDB0118839,236.95,138.2
HMDB0118840,236.95,138.26
HMDB0118841,236.95,140.84
HMDB0118842,236.95,140.51
HMDB0118843,236.95,138.67
HMDB0118844,236.95,142.97
HMDB0118845,236.95,142.7
HMDB0118846,236.95,145.21
HMDB0118847,236.95,144.89
HMDB0118848,236.95,147.41
HMDB0118849,236.95,146.88
HMDB0118850,236.95,147.12
HMDB0118851,236.95,149.53
HMDB0118852,236.95,149.25
HMDB0118853,236.95,151.73
HMDB0118854,236.95,153.92
HMDB0118855,236.95,153.61
HMDB0118856,236.95,156.04
HMDB0118857,236.95,155.62
HMDB0118858,236.95,138.84
HMDB0118859,236.95,138.55
HMDB0118860,236.95,141.1
HMDB0118861,236.95,140.64
HMDB0118862,236.95,140.74
HMDB0118863,236.95,143.22
HMDB0118864,236.95,142.88
HMDB0118865,236.95,141.12
HMDB0118866,236.95,145.4
HMDB0118867,236.95,145.09
HMDB0118868,236.95,147.61
HMDB0118869,236.95,147.25
HMDB0118870,236.95,149.77
HMDB0118871,236.95,149.28
HMDB0118872,236.95,149.47
HMDB0118873,236.95,151.92
HMDB0118874,236.95,151.62
HMDB0118875,236.95,154.1
HMDB0118876,236.95,156.31
HMDB0118877,236.95,155.96
HMDB0118878,236.95,158.46
HMDB0118879,236.95,157.95
HMDB0118880,236.95,138.25
HMDB0118881,236.95,140.75
HMDB0118882,236.95,140.34
HMDB0118883,236.95,140.44
HMDB0118884,236.95,142.87
HMDB0118885,236.95,142.6
HMDB0118886,236.95,140.8
HMDB0118887,236.95,145.12
HMDB0118888,236.95,144.8
HMDB0118889,236.95,147.25
HMDB0118890,236.95,146.99
HMDB0118891,236.95,149.49
HMDB0118892,236.95,149.02
HMDB0118893,236.95,149.16
HMDB0118894,236.95,151.66
HMDB0118895,236.95,151.35
HMDB0118896,236.95,153.86
HMDB0118897,236.95,156.01
HMDB0118898,236.95,155.72
HMDB0118899,236.95,158.21
HMDB0118900,236.95,157.71
HMDB0118901,236.95,143.22
HMDB0118902,236.95,142.85
HMDB0118903,236.95,142.96
HMDB0118904,236.95,145.38
HMDB0118905,236.95,145.08
HMDB0118906,236.95,143.32
HMDB0118907,236.95,147.57
HMDB0118908,236.95,147.28
HMDB0118909,236.95,149.69
HMDB0118910,236.95,149.42
HMDB0118911,236.95,151.93
HMDB0118912,236.95,151.44
HMDB0118913,236.95,151.63
HMDB0118914,236.95,154.1
HMDB0118915,236.95,153.79
HMDB0118916,236.95,156.28
HMDB0118917,236.95,158.4
HMDB0118918,236.95,158.17
HMDB0118919,236.95,160.6
HMDB0118920,236.95,160.12
HMDB0118921,236.95,142.3
HMDB0118922,236.95,142.41
HMDB0118923,236.95,144.89
HMDB0118924,236.95,144.56
HMDB0118925,236.95,142.82
HMDB0118926,236.95,147.07
HMDB0118927,236.95,146.74
HMDB0118928,236.95,149.21
HMDB0118929,236.95,148.92
HMDB0118930,236.95,151.42
HMDB0118931,236.95,150.93
HMDB0118932,236.95,151.12
HMDB0118933,236.95,153.6
HMDB0118934,236.95,153.3
HMDB0118935,236.95,155.76
HMDB0118936,236.95,157.93
HMDB0118937,236.95,157.62
HMDB0118938,236.95,160.05
HMDB0118939,236.95,159.66
HMDB0118940,236.95,142.69
HMDB0118941,236.95,145.1
HMDB0118942,236.95,144.81
HMDB0118943,236.95,142.98
HMDB0118944,236.95,147.32
HMDB0118945,236.95,147.03
HMDB0118946,236.95,149.47
HMDB0118947,236.95,149.15
HMDB0118948,236.95,151.63
HMDB0118949,236.95,151.19
HMDB0118950,236.95,151.39
HMDB0118951,236.95,153.82
HMDB0118952,236.95,153.54
HMDB0118953,236.95,156.04
HMDB0118954,236.95,158.18
HMDB0118955,236.95,157.83
HMDB0118956,236.95,160.37
HMDB0118957,236.95,159.88
HMDB0118958,236.95,147.52
HMDB0118959,236.95,147.24
HMDB0118960,236.95,145.47
HMDB0118961,236.95,149.72
HMDB0118962,236.95,149.43
HMDB0118963,236.95,151.88
HMDB0118964,236.95,151.52
HMDB0118965,236.95,154.06
HMDB0118966,236.95,153.58
HMDB0118967,236.95,153.77
HMDB0118968,236.95,156.21
HMDB0118969,236.95,155.87
HMDB0118970,236.95,158.42
HMDB0118971,236.95,160.55
HMDB0118972,236.95,160.2
HMDB0118973,236.95,162.72
HMDB0118974,236.95,162.25
HMDB0118975,236.95,146.93
HMDB0118976,236.95,145.2
HMDB0118977,236.95,149.44
HMDB0118978,236.95,149.11
HMDB0118979,236.95,151.58
HMDB0118980,236.95,151.28
HMDB0118981,236.95,153.74
HMDB0118982,236.95,153.3
HMDB0118983,236.95,153.45
HMDB0118984,236.95,155.95
HMDB0118985,236.95,155.63
HMDB0118986,236.95,158.12
HMDB0118987,236.95,160.29
HMDB0118988,236.95,159.97
HMDB0118989,236.95,162.45
HMDB0118990,236.95,162.02
HMDB0118991,236.95,144.08
HMDB0118992,236.95,147.9
HMDB0118993,236.95,147.65
HMDB0118994,236.95,150.07
HMDB0118995,236.95,149.76
HMDB0118996,236.95,152.28
HMDB0118997,236.95,151.83
HMDB0118998,236.95,151.98
HMDB0118999,236.95,154.43
HMDB0119000,236.95,154.12
HMDB0119001,236.95,156.64
HMDB0119002,236.95,158.81
HMDB0119003,236.95,158.48
HMDB0119004,236.95,160.97
HMDB0119005,236.95,160.49
HMDB0119006,236.95,151.92
HMDB0119007,236.95,151.6
HMDB0119008,236.95,154.06
HMDB0119009,236.95,153.73
HMDB0119010,236.95,156.23
HMDB0119011,236.95,155.78
HMDB0119012,236.95,155.97
HMDB0119013,236.95,158.37
HMDB0119014,236.95,158.06
HMDB0119015,236.95,160.56
HMDB0119016,236.95,162.71
HMDB0119017,236.95,162.46
HMDB0119018,236.95,164.94
HMDB0119019,236.95,164.41
HMDB0119020,236.95,151.39
HMDB0119021,236.95,153.78
HMDB0119022,236.95,153.48
HMDB0119023,236.95,156.0
HMDB0119024,236.95,155.48
HMDB0119025,236.95,155.59
HMDB0119026,236.95,158.14
HMDB0119027,236.95,157.85
HMDB0119028,236.95,160.28
HMDB0119029,236.95,162.48
HMDB0119030,236.95,162.19
HMDB0119031,236.95,164.66
HMDB0119032,236.95,164.18
HMDB0119033,236.95,156.21
HMDB0119034,236.95,155.93
HMDB0119035,236.95,158.39
HMDB0119036,236.95,157.9
HMDB0119037,236.95,158.07
HMDB0119038,236.95,160.54
HMDB0119039,236.95,160.22
HMDB0119040,236.95,162.7
HMDB0119041,236.95,164.87
HMDB0119042,236.95,164.59
HMDB0119043,236.95,167.05
HMDB0119044,236.95,166.6
HMDB0119045,236.95,155.56
HMDB0119046,236.95,158.05
HMDB0119047,236.95,157.61
HMDB0119048,236.95,157.7
HMDB0119049,236.95,160.22
HMDB0119050,236.95,159.93
HMDB0119051,236.95,162.41
HMDB0119052,236.95,164.58
HMDB0119053,236.95,164.27
HMDB0119054,236.95,166.77
HMDB0119055,236.95,166.3
HMDB0119056,236.95,160.52
HMDB0119057,236.95,160.1
HMDB0119058,236.95,160.24
HMDB0119059,236.95,162.74
HMDB0119060,236.95,162.43
HMDB0119061,236.95,164.84
HMDB0119062,236.95,166.99
HMDB0119063,236.95,166.71
HMDB0119064,236.95,169.23
HMDB0119065,236.95,168.71
HMDB0119066,236.95,159.55
HMDB0119067,236.95,159.72
HMDB0119068,236.95,162.21
HMDB0119069,236.95,161.89
HMDB0119070,236.95,164.41
HMDB0119071,236.95,166.57
HMDB0119072,236.95,166.21
HMDB0119073,236.95,168.67
HMDB0119074,236.95,168.2
HMDB0119075,236.95,159.98
HMDB0119076,236.95,162.39
HMDB0119077,236.95,162.18
HMDB0119078,236.95,164.57
HMDB0119079,236.95,166.73
HMDB0119080,236.95,166.52
HMDB0119081,236.95,168.9
HMDB0119082,236.95,168.44
HMDB0119083,236.95,164.87
HMDB0119084,236.95,164.54
HMDB0119085,236.95,167.02
HMDB0119086,236.95,169.15
HMDB0119087,236.95,168.88
HMDB0119088,236.95,171.37
HMDB0119089,236.95,170.86
HMDB0119090,236.95,164.15
HMDB0119091,236.95,166.78
HMDB0119092,236.95,168.88
HMDB0119093,236.95,168.61
HMDB0119094,236.95,171.02
HMDB0119095,236.95,170.56
HMDB0119096,236.95,169.19
HMDB0119097,236.95,171.36
HMDB0119098,236.95,171.04
HMDB0119099,236.95,173.49
HMDB0119100,236.95,173.04
HMDB0119101,236.95,173.51
HMDB0119102,236.95,173.23
HMDB0119103,236.95,175.59
HMDB0119104,236.95,175.2
HMDB0119105,236.95,172.88
HMDB0119106,236.95,175.33
HMDB0119107,236.95,174.9
HMDB0119108,236.95,177.86
HMDB0119109,236.95,177.33
HMDB0119110,236.95,176.85
HMDB0119111,236.95,120.9
HMDB0119112,236.95,123.33
HMDB0119113,236.95,123.01
HMDB0119114,236.95,123.04
HMDB0119115,236.95,125.54
HMDB0119116,236.95,125.26
HMDB0119117,236.95,127.68
HMDB0119118,236.95,127.16
HMDB0119119,236.95,127.37
HMDB0119120,236.95,129.84
HMDB0119121,236.95,129.57
HMDB0119122,236.95,132.06
HMDB0119123,236.95,131.55
HMDB0119124,236.95,131.76
HMDB0119125,236.95,134.25
HMDB0119126,236.95,133.93
HMDB0119127,236.95,132.07
HMDB0119128,236.95,136.44
HMDB0119129,236.95,136.14
HMDB0119130,236.95,138.61
HMDB0119131,236.95,138.28
HMDB0119132,236.95,140.82
HMDB0119133,236.95,140.31
HMDB0119134,236.95,140.53
HMDB0119135,236.95,142.95
HMDB0119136,236.95,142.64
HMDB0119137,236.95,145.15
HMDB0119138,236.95,147.31
HMDB0119139,236.95,147.0
HMDB0119140,236.95,149.45
HMDB0119141,236.95,149.02
HMDB0119142,236.95,125.85
HMDB0119143,236.95,125.53
HMDB0119144,236.95,125.61
HMDB0119145,236.95,127.91
HMDB0119146,236.95,127.63
HMDB0119147,236.95,130.07
HMDB0119148,236.95,129.59
HMDB0119149,236.95,129.81
HMDB0119150,236.95,132.27
HMDB0119151,236.95,131.94
HMDB0119152,236.95,134.42
HMDB0119153,236.95,133.91
HMDB0119154,236.95,134.14
HMDB0119155,236.95,136.58
HMDB0119156,236.95,136.33
HMDB0119157,236.95,134.61
HMDB0119158,236.95,138.81
HMDB0119159,236.95,138.52
HMDB0119160,236.95,141.02
HMDB0119161,236.95,140.67
HMDB0119162,236.95,143.17
HMDB0119163,236.95,142.71
HMDB0119164,236.95,142.9
HMDB0119165,236.95,145.36
HMDB0119166,236.95,145.05
HMDB0119167,236.95,147.51
HMDB0119168,236.95,149.69
HMDB0119169,236.95,149.4
HMDB0119170,236.95,151.85
HMDB0119171,236.95,151.39
HMDB0119172,236.95,125.01
HMDB0119173,236.95,124.99
HMDB0119174,236.95,127.29
HMDB0119175,236.95,127.12
HMDB0119176,236.95,129.55
HMDB0119177,236.95,129.11
HMDB0119178,236.95,129.3
HMDB0119179,236.95,131.77
HMDB0119180,236.95,131.47
HMDB0119181,236.95,133.98
HMDB0119182,236.95,133.45
HMDB0119183,236.95,133.67
HMDB0119184,236.95,136.13
HMDB0119185,236.95,135.84
HMDB0119186,236.95,134.08
HMDB0119187,236.95,138.34
HMDB0119188,236.95,138.06
HMDB0119189,236.95,140.5
HMDB0119190,236.95,140.21
HMDB0119191,236.95,142.69
HMDB0119192,236.95,142.17
HMDB0119193,236.95,142.41
HMDB0119194,236.95,144.85
HMDB0119195,236.95,144.57
HMDB0119196,236.95,147.04
HMDB0119197,236.95,149.2
HMDB0119198,236.95,148.91
HMDB0119199,236.95,151.37
HMDB0119200,236.95,150.91
HMDB0119201,236.95,125.33
HMDB0119202,236.95,127.62
HMDB0119203,236.95,127.39
HMDB0119204,236.95,129.86
HMDB0119205,236.95,129.33
HMDB0119206,236.95,129.57
HMDB0119207,236.95,132.03
HMDB0119208,236.95,131.7
HMDB0119209,236.95,134.23
HMDB0119210,236.95,133.73
HMDB0119211,236.95,133.92
HMDB0119212,236.95,136.4
HMDB0119213,236.95,136.08
HMDB0119214,236.95,134.34
HMDB0119215,236.95,138.58
HMDB0119216,236.95,138.31
HMDB0119217,236.95,140.75
HMDB0119218,236.95,140.47
HMDB0119219,236.95,142.98
HMDB0119220,236.95,142.49
HMDB0119221,236.95,142.65
HMDB0119222,236.95,145.11
HMDB0119223,236.95,144.81
HMDB0119224,236.95,147.3
HMDB0119225,236.95,149.41
HMDB0119226,236.95,149.17
HMDB0119227,236.95,151.61
HMDB0119228,236.95,151.18
HMDB0119229,236.95,130.02
HMDB0119230,236.95,129.83
HMDB0119231,236.95,132.23
HMDB0119232,236.95,131.75
HMDB0119233,236.95,132.0
HMDB0119234,236.95,134.43
HMDB0119235,236.95,134.12
HMDB0119236,236.95,136.57
HMDB0119237,236.95,136.07
HMDB0119238,236.95,136.29
