hmdb_primary,polar_surface_area,polarizability
HMDB0117501,236.95,123.89
HMDB0117502,236.95,123.54
HMDB0117503,236.95,123.66
HMDB0117504,236.95,126.13
HMDB0117505,236.95,125.79
HMDB0117506,236.95,128.31
HMDB0117507,236.95,127.87
HMDB0117508,236.95,127.99
HMDB0117509,236.95,130.48
HMDB0117510,236.95,130.16
HMDB0117511,236.95,128.38
HMDB0117512,236.95,132.67
HMDB0117513,236.95,132.39
HMDB0117514,236.95,134.86
HMDB0117515,236.95,134.54
HMDB0117516,236.95,137.01
HMDB0117517,236.95,136.57
HMDB0117518,236.95,136.75
HMDB0117519,236.95,139.2
HMDB0117520,236.95,138.91
HMDB0117521,236.95,141.38
HMDB0117522,236.95,143.53
HMDB0117523,236.95,143.24
HMDB0117524,236.95,145.67
HMDB0117525,236.95,145.29
HMDB0117526,236.95,116.93
HMDB0117527,236.95,119.34
HMDB0117528,236.95,118.94
HMDB0117529,236.95,119.07
HMDB0117530,236.95,121.45
HMDB0117531,236.95,121.17
HMDB0117532,236.95,123.69
HMDB0117533,236.95,123.27
HMDB0117534,236.95,123.41
HMDB0117535,236.95,125.88
HMDB0117536,236.95,125.61
HMDB0117537,236.95,128.09
HMDB0117538,236.95,127.62
HMDB0117539,236.95,127.76
HMDB0117540,236.95,130.22
HMDB0117541,236.95,129.93
HMDB0117542,236.95,128.02
HMDB0117543,236.95,132.46
HMDB0117544,236.95,132.16
HMDB0117545,236.95,134.61
HMDB0117546,236.95,134.29
HMDB0117547,236.95,136.79
HMDB0117548,236.95,136.33
HMDB0117549,236.95,136.49
HMDB0117550,236.95,138.98
HMDB0117551,236.95,138.67
HMDB0117552,236.95,141.13
HMDB0117553,236.95,143.3
HMDB0117554,236.95,143.0
HMDB0117555,236.95,145.52
HMDB0117556,236.95,145.01
HMDB0117557,236.95,121.75
HMDB0117558,236.95,121.47
HMDB0117559,236.95,121.45
HMDB0117560,236.95,123.93
HMDB0117561,236.95,123.68
HMDB0117562,236.95,126.08
HMDB0117563,236.95,125.72
HMDB0117564,236.95,125.81
HMDB0117565,236.95,128.25
HMDB0117566,236.95,127.96
HMDB0117567,236.95,130.46
HMDB0117568,236.95,129.99
HMDB0117569,236.95,130.17
HMDB0117570,236.95,132.61
HMDB0117571,236.95,132.31
HMDB0117572,236.95,130.57
HMDB0117573,236.95,134.8
HMDB0117574,236.95,134.52
HMDB0117575,236.95,136.98
HMDB0117576,236.95,136.7
HMDB0117577,236.95,139.15
HMDB0117578,236.95,138.71
HMDB0117579,236.95,138.89
HMDB0117580,236.95,141.31
HMDB0117581,236.95,141.03
HMDB0117582,236.95,143.51
HMDB0117583,236.95,145.65
HMDB0117584,236.95,145.41
HMDB0117585,236.95,147.83
HMDB0117586,236.95,147.4
HMDB0117587,236.95,120.94
HMDB0117588,236.95,120.94
HMDB0117589,236.95,123.4
HMDB0117590,236.95,123.09
HMDB0117591,236.95,125.62
HMDB0117592,236.95,125.2
HMDB0117593,236.95,125.25
HMDB0117594,236.95,127.7
HMDB0117595,236.95,127.42
HMDB0117596,236.95,129.96
HMDB0117597,236.95,129.49
HMDB0117598,236.95,129.65
HMDB0117599,236.95,132.14
HMDB0117600,236.95,131.82
HMDB0117601,236.95,130.0
HMDB0117602,236.95,134.34
HMDB0117603,236.95,134.0
HMDB0117604,236.95,136.5
HMDB0117605,236.95,136.19
HMDB0117606,236.95,138.67
HMDB0117607,236.95,138.24
HMDB0117608,236.95,138.37
HMDB0117609,236.95,140.84
HMDB0117610,236.95,140.52
HMDB0117611,236.95,143.01
HMDB0117612,236.95,145.17
HMDB0117613,236.95,144.87
HMDB0117614,236.95,147.35
HMDB0117615,236.95,146.9
HMDB0117616,236.95,121.2
HMDB0117617,236.95,123.63
HMDB0117618,236.95,123.43
HMDB0117619,236.95,125.8
HMDB0117620,236.95,125.49
HMDB0117621,236.95,125.55
HMDB0117622,236.95,128.0
HMDB0117623,236.95,127.73
HMDB0117624,236.95,130.22
HMDB0117625,236.95,129.82
HMDB0117626,236.95,129.92
HMDB0117627,236.95,132.38
HMDB0117628,236.95,132.09
HMDB0117629,236.95,130.28
HMDB0117630,236.95,134.6
HMDB0117631,236.95,134.27
HMDB0117632,236.95,136.75
HMDB0117633,236.95,136.45
HMDB0117634,236.95,138.94
HMDB0117635,236.95,138.48
HMDB0117636,236.95,138.62
HMDB0117637,236.95,141.1
HMDB0117638,236.95,140.81
HMDB0117639,236.95,143.29
HMDB0117640,236.95,145.42
HMDB0117641,236.95,145.15
HMDB0117642,236.95,147.62
HMDB0117643,236.95,147.15
HMDB0117644,236.95,126.05
HMDB0117645,236.95,125.83
HMDB0117646,236.95,128.2
HMDB0117647,236.95,127.89
HMDB0117648,236.95,127.92
HMDB0117649,236.95,130.4
HMDB0117650,236.95,130.1
HMDB0117651,236.95,132.57
HMDB0117652,236.95,132.13
HMDB0117653,236.95,132.24
HMDB0117654,236.95,134.75
HMDB0117655,236.95,134.44
HMDB0117656,236.95,132.68
HMDB0117657,236.95,136.94
HMDB0117658,236.95,136.59
HMDB0117659,236.95,139.1
HMDB0117660,236.95,138.79
HMDB0117661,236.95,141.31
HMDB0117662,236.95,140.8
HMDB0117663,236.95,140.98
HMDB0117664,236.95,143.43
HMDB0117665,236.95,143.18
HMDB0117666,236.95,145.63
HMDB0117667,236.95,147.77
HMDB0117668,236.95,147.5
HMDB0117669,236.95,149.97
HMDB0117670,236.95,149.54
HMDB0117671,236.95,125.47
HMDB0117672,236.95,127.95
HMDB0117673,236.95,127.58
HMDB0117674,236.95,127.6
HMDB0117675,236.95,130.14
HMDB0117676,236.95,129.83
HMDB0117677,236.95,132.29
HMDB0117678,236.95,131.88
HMDB0117679,236.95,131.95
HMDB0117680,236.95,134.48
HMDB0117681,236.95,134.17
HMDB0117682,236.95,132.7
HMDB0117683,236.95,136.67
HMDB0117684,236.95,136.39
HMDB0117685,236.95,138.86
HMDB0117686,236.95,138.55
HMDB0117687,236.95,141.07
HMDB0117688,236.95,140.61
HMDB0117689,236.95,140.72
HMDB0117690,236.95,143.22
HMDB0117691,236.95,142.95
HMDB0117692,236.95,145.41
HMDB0117693,236.95,147.59
HMDB0117694,236.95,147.27
HMDB0117695,236.95,149.71
HMDB0117696,236.95,149.31
HMDB0117697,236.95,130.41
HMDB0117698,236.95,130.05
HMDB0117699,236.95,130.16
HMDB0117700,236.95,132.56
HMDB0117701,236.95,132.28
HMDB0117702,236.95,134.73
HMDB0117703,236.95,134.3
HMDB0117704,236.95,134.45
HMDB0117705,236.95,136.89
HMDB0117706,236.95,136.59
HMDB0117707,236.95,134.88
HMDB0117708,236.95,139.09
HMDB0117709,236.95,138.82
HMDB0117710,236.95,141.25
HMDB0117711,236.95,140.95
HMDB0117712,236.95,143.39
HMDB0117713,236.95,142.96
HMDB0117714,236.95,143.16
HMDB0117715,236.95,145.57
HMDB0117716,236.95,145.27
HMDB0117717,236.95,147.76
HMDB0117718,236.95,149.96
HMDB0117719,236.95,149.6
HMDB0117720,236.95,152.1
HMDB0117721,236.95,151.67
HMDB0117722,236.95,129.53
HMDB0117723,236.95,129.6
HMDB0117724,236.95,132.06
HMDB0117725,236.95,131.71
HMDB0117726,236.95,134.23
HMDB0117727,236.95,133.78
HMDB0117728,236.95,133.92
HMDB0117729,236.95,136.41
HMDB0117730,236.95,136.1
HMDB0117731,236.95,134.75
HMDB0117732,236.95,138.62
HMDB0117733,236.95,138.31
HMDB0117734,236.95,140.75
HMDB0117735,236.95,140.45
HMDB0117736,236.95,142.92
HMDB0117737,236.95,142.46
HMDB0117738,236.95,142.66
HMDB0117739,236.95,145.14
HMDB0117740,236.95,144.83
HMDB0117741,236.95,147.29
HMDB0117742,236.95,149.46
HMDB0117743,236.95,149.16
HMDB0117744,236.95,151.62
HMDB0117745,236.95,151.15
HMDB0117746,236.95,129.84
HMDB0117747,236.95,132.32
HMDB0117748,236.95,132.0
HMDB0117749,236.95,134.45
HMDB0117750,236.95,134.08
HMDB0117751,236.95,134.2
HMDB0117752,236.95,136.68
HMDB0117753,236.95,136.34
HMDB0117754,236.95,134.59
HMDB0117755,236.95,138.83
HMDB0117756,236.95,138.58
HMDB0117757,236.95,141.03
HMDB0117758,236.95,140.71
HMDB0117759,236.95,143.19
HMDB0117760,236.95,142.74
HMDB0117761,236.95,142.93
HMDB0117762,236.95,145.39
HMDB0117763,236.95,145.07
HMDB0117764,236.95,147.57
HMDB0117765,236.95,149.7
HMDB0117766,236.95,149.43
HMDB0117767,236.95,151.87
HMDB0117768,236.95,151.44
HMDB0117769,236.95,134.69
HMDB0117770,236.95,134.46
HMDB0117771,236.95,136.89
HMDB0117772,236.95,136.53
HMDB0117773,236.95,136.62
HMDB0117774,236.95,139.06
HMDB0117775,236.95,138.74
HMDB0117776,236.95,137.04
HMDB0117777,236.95,141.24
HMDB0117778,236.95,140.91
HMDB0117779,236.95,143.39
HMDB0117780,236.95,143.06
HMDB0117781,236.95,145.56
HMDB0117782,236.95,145.14
HMDB0117783,236.95,145.24
HMDB0117784,236.95,147.74
HMDB0117785,236.95,147.44
HMDB0117786,236.95,149.89
HMDB0117787,236.95,152.1
HMDB0117788,236.95,151.74
HMDB0117789,236.95,154.21
HMDB0117790,236.95,153.81
HMDB0117791,236.95,134.13
HMDB0117792,236.95,136.61
HMDB0117793,236.95,136.15
HMDB0117794,236.95,136.29
HMDB0117795,236.95,138.74
HMDB0117796,236.95,138.45
HMDB0117797,236.95,136.75
HMDB0117798,236.95,140.95
HMDB0117799,236.95,140.65
HMDB0117800,236.95,143.1
HMDB0117801,236.95,142.78
HMDB0117802,236.95,145.3
HMDB0117803,236.95,144.87
HMDB0117804,236.95,145.02
HMDB0117805,236.95,147.44
HMDB0117806,236.95,147.17
HMDB0117807,236.95,149.65
HMDB0117808,236.95,151.81
HMDB0117809,236.95,151.53
HMDB0117810,236.95,153.98
HMDB0117811,236.95,153.56
HMDB0117812,236.95,139.03
HMDB0117813,236.95,138.67
HMDB0117814,236.95,138.81
HMDB0117815,236.95,141.21
HMDB0117816,236.95,140.89
HMDB0117817,236.95,139.21
HMDB0117818,236.95,143.4
HMDB0117819,236.95,143.11
HMDB0117820,236.95,145.52
HMDB0117821,236.95,145.26
HMDB0117822,236.95,147.68
HMDB0117823,236.95,147.3
HMDB0117824,236.95,147.43
HMDB0117825,236.95,149.88
HMDB0117826,236.95,149.54
HMDB0117827,236.95,152.03
HMDB0117828,236.95,154.24
HMDB0117829,236.95,153.94
HMDB0117830,236.95,156.4
HMDB0117831,236.95,155.98
HMDB0117832,236.95,138.13
HMDB0117833,236.95,138.25
HMDB0117834,236.95,140.7
HMDB0117835,236.95,140.4
HMDB0117836,236.95,138.66
HMDB0117837,236.95,142.86
HMDB0117838,236.95,142.56
HMDB0117839,236.95,145.05
HMDB0117840,236.95,144.73
HMDB0117841,236.95,147.23
HMDB0117842,236.95,146.75
HMDB0117843,236.95,146.95
HMDB0117844,236.95,149.43
HMDB0117845,236.95,149.08
HMDB0117846,236.95,151.55
HMDB0117847,236.95,153.72
HMDB0117848,236.95,153.42
HMDB0117849,236.95,155.85
HMDB0117850,236.95,155.5
HMDB0117851,236.95,138.48
HMDB0117852,236.95,140.94
HMDB0117853,236.95,140.62
HMDB0117854,236.95,138.94
HMDB0117855,236.95,143.12
HMDB0117856,236.95,142.8
HMDB0117857,236.95,145.3
HMDB0117858,236.95,144.95
HMDB0117859,236.95,147.5
HMDB0117860,236.95,147.01
HMDB0117861,236.95,147.13
HMDB0117862,236.95,149.68
HMDB0117863,236.95,149.37
HMDB0117864,236.95,151.79
HMDB0117865,236.95,153.95
HMDB0117866,236.95,153.71
HMDB0117867,236.95,156.2
HMDB0117868,236.95,155.73
HMDB0117869,236.95,143.31
HMDB0117870,236.95,143.03
HMDB0117871,236.95,141.35
HMDB0117872,236.95,145.55
HMDB0117873,236.95,145.2
HMDB0117874,236.95,147.64
HMDB0117875,236.95,147.36
HMDB0117876,236.95,149.85
HMDB0117877,236.95,149.42
HMDB0117878,236.95,149.57
HMDB0117879,236.95,152.01
HMDB0117880,236.95,151.74
HMDB0117881,236.95,154.2
HMDB0117882,236.95,156.3
HMDB0117883,236.95,156.05
HMDB0117884,236.95,158.53
HMDB0117885,236.95,158.09
HMDB0117886,236.95,142.74
HMDB0117887,236.95,141.1
HMDB0117888,236.95,145.24
HMDB0117889,236.95,144.9
HMDB0117890,236.95,147.37
HMDB0117891,236.95,147.07
HMDB0117892,236.95,149.57
HMDB0117893,236.95,149.14
HMDB0117894,236.95,149.25
HMDB0117895,236.95,151.74
HMDB0117896,236.95,151.42
HMDB0117897,236.95,153.92
HMDB0117898,236.95,156.08
HMDB0117899,236.95,155.8
HMDB0117900,236.95,158.28
HMDB0117901,236.95,157.83
HMDB0117902,236.95,139.69
HMDB0117903,236.95,143.63
HMDB0117904,236.95,143.34
HMDB0117905,236.95,145.79
HMDB0117906,236.95,145.48
HMDB0117907,236.95,147.98
HMDB0117908,236.95,147.54
HMDB0117909,236.95,147.71
HMDB0117910,236.95,150.19
HMDB0117911,236.95,149.82
HMDB0117912,236.95,152.34
HMDB0117913,236.95,154.46
HMDB0117914,236.95,154.2
HMDB0117915,236.95,156.66
HMDB0117916,236.95,156.22
HMDB0117917,236.95,147.68
HMDB0117918,236.95,147.41
HMDB0117919,236.95,149.88
HMDB0117920,236.95,149.49
HMDB0117921,236.95,152.0
HMDB0117922,236.95,151.54
HMDB0117923,236.95,151.77
HMDB0117924,236.95,154.08
HMDB0117925,236.95,153.89
HMDB0117926,236.95,156.34
HMDB0117927,236.95,158.51
HMDB0117928,236.95,158.22
HMDB0117929,236.95,160.62
HMDB0117930,236.95,160.23
HMDB0117931,236.95,147.16
HMDB0117932,236.95,149.61
HMDB0117933,236.95,149.3
HMDB0117934,236.95,151.79
HMDB0117935,236.95,151.27
HMDB0117936,236.95,151.45
HMDB0117937,236.95,153.93
HMDB0117938,236.95,153.59
HMDB0117939,236.95,156.07
HMDB0117940,236.95,158.27
HMDB0117941,236.95,157.97
HMDB0117942,236.95,160.44
HMDB0117943,236.95,159.99
HMDB0117944,236.95,152.0
HMDB0117945,236.95,151.72
HMDB0117946,236.95,154.11
HMDB0117947,236.95,153.74
HMDB0117948,236.95,153.83
HMDB0117949,236.95,156.3
HMDB0117950,236.95,155.98
HMDB0117951,236.95,158.51
HMDB0117952,236.95,160.65
HMDB0117953,236.95,160.31
HMDB0117954,236.95,162.78
HMDB0117955,236.95,162.42
HMDB0117956,236.95,151.41
HMDB0117957,236.95,153.87
HMDB0117958,236.95,153.46
HMDB0117959,236.95,153.6
HMDB0117960,236.95,155.99
HMDB0117961,236.95,155.73
HMDB0117962,236.95,158.15
HMDB0117963,236.95,160.36
HMDB0117964,236.95,160.1
HMDB0117965,236.95,162.56
HMDB0117966,236.95,162.02
HMDB0117967,236.95,156.33
HMDB0117968,236.95,155.82
HMDB0117969,236.95,156.04
HMDB0117970,236.95,158.48
HMDB0117971,236.95,158.16
HMDB0117972,236.95,160.63
HMDB0117973,236.95,162.78
HMDB0117974,236.95,162.49
HMDB0117975,236.95,164.91
HMDB0117976,236.95,164.53
HMDB0117977,236.95,155.45
HMDB0117978,236.95,155.54
HMDB0117979,236.95,157.93
HMDB0117980,236.95,157.66
HMDB0117981,236.95,160.17
HMDB0117982,236.95,162.28
HMDB0117983,236.95,162.02
HMDB0117984,236.95,164.5
HMDB0117985,236.95,163.96
HMDB0117986,236.95,155.78
HMDB0117987,236.95,158.17
HMDB0117988,236.95,157.94
HMDB0117989,236.95,160.41
HMDB0117990,236.95,162.48
HMDB0117991,236.95,162.25
HMDB0117992,236.95,164.67
HMDB0117993,236.95,164.27
HMDB0117994,236.95,160.65
HMDB0117995,236.95,160.31
HMDB0117996,236.95,162.77
HMDB0117997,236.95,164.87
HMDB0117998,236.95,164.63
HMDB0117999,236.95,167.16
HMDB0118000,236.95,166.69
HMDB0118001,236.95,160.04
HMDB0118002,236.95,162.48
HMDB0118003,236.95,164.67
HMDB0118004,236.95,164.36
HMDB0118005,236.95,166.79
HMDB0118006,236.95,166.36
HMDB0118007,236.95,164.97
HMDB0118008,236.95,167.09
HMDB0118009,236.95,166.76
HMDB0118010,236.95,169.25
HMDB0118011,236.95,168.74
HMDB0118012,236.95,169.22
HMDB0118013,236.95,168.96
HMDB0118014,236.95,171.41
HMDB0118015,236.95,170.9
HMDB0118016,236.95,168.58
HMDB0118017,236.95,171.09
HMDB0118018,236.95,170.67
HMDB0118019,236.95,173.47
HMDB0118020,236.95,173.13
HMDB0118021,236.95,172.61
HMDB0118022,236.95,115.34
HMDB0118023,236.95,117.41
HMDB0118024,236.95,117.21
HMDB0118025,236.95,119.54
HMDB0118026,236.95,119.19
HMDB0118027,236.95,119.24
HMDB0118028,236.95,121.75
HMDB0118029,236.95,121.48
HMDB0118030,236.95,123.91
HMDB0118031,236.95,123.24
HMDB0118032,236.95,123.59
HMDB0118033,236.95,126.1
HMDB0118034,236.95,125.73
HMDB0118035,236.95,128.26
HMDB0118036,236.95,127.63
HMDB0118037,236.95,127.98
HMDB0118038,236.95,130.43
HMDB0118039,236.95,130.13
HMDB0118040,236.95,128.23
HMDB0118041,236.95,132.64
HMDB0118042,236.95,132.33
HMDB0118043,236.95,134.81
HMDB0118044,236.95,134.49
HMDB0118045,236.95,136.94
HMDB0118046,236.95,136.51
HMDB0118047,236.95,136.67
HMDB0118048,236.95,139.08
HMDB0118049,236.95,138.87
HMDB0118050,236.95,141.32
HMDB0118051,236.95,143.47
HMDB0118052,236.95,143.2
HMDB0118053,236.95,145.67
HMDB0118054,236.95,145.19
HMDB0118055,236.95,119.54
HMDB0118056,236.95,119.3
HMDB0118057,236.95,121.72
HMDB0118058,236.95,121.22
HMDB0118059,236.95,121.41
HMDB0118060,236.95,123.81
HMDB0118061,236.95,123.47
HMDB0118062,236.95,126.02
HMDB0118063,236.95,125.51
HMDB0118064,236.95,125.75
HMDB0118065,236.95,128.2
HMDB0118066,236.95,127.87
HMDB0118067,236.95,130.4
HMDB0118068,236.95,129.91
HMDB0118069,236.95,130.05
HMDB0118070,236.95,132.58
HMDB0118071,236.95,132.18
HMDB0118072,236.95,130.42
HMDB0118073,236.95,134.78
HMDB0118074,236.95,134.48
HMDB0118075,236.95,136.98
HMDB0118076,236.95,136.62
HMDB0118077,236.95,139.12
HMDB0118078,236.95,138.6
HMDB0118079,236.95,138.83
HMDB0118080,236.95,141.29
HMDB0118081,236.95,140.97
HMDB0118082,236.95,143.47
HMDB0118083,236.95,145.62
HMDB0118084,236.95,145.39
HMDB0118085,236.95,147.7
HMDB0118086,236.95,147.31
HMDB0118087,236.95,119.0
HMDB0118088,236.95,121.49
HMDB0118089,236.95,121.13
HMDB0118090,236.95,121.16
HMDB0118091,236.95,123.56
HMDB0118092,236.95,123.29
HMDB0118093,236.95,125.79
HMDB0118094,236.95,125.21
HMDB0118095,236.95,125.42
HMDB0118096,236.95,127.91
HMDB0118097,236.95,127.67
HMDB0118098,236.95,130.17
HMDB0118099,236.95,129.65
HMDB0118100,236.95,129.83
HMDB0118101,236.95,132.33
HMDB0118102,236.95,132.01
HMDB0118103,236.95,130.11
HMDB0118104,236.95,134.49
HMDB0118105,236.95,134.22
HMDB0118106,236.95,136.71
HMDB0118107,236.95,136.37
HMDB0118108,236.95,138.86
HMDB0118109,236.95,138.43
HMDB0118110,236.95,138.62
HMDB0118111,236.95,141.07
HMDB0118112,236.95,140.72
HMDB0118113,236.95,143.23
HMDB0118114,236.95,145.39
HMDB0118115,236.95,145.1
HMDB0118116,236.95,147.55
HMDB0118117,236.95,147.11
HMDB0118118,236.95,123.88
HMDB0118119,236.95,123.4
HMDB0118120,236.95,123.58
HMDB0118121,236.95,125.92
HMDB0118122,236.95,125.75
HMDB0118123,236.95,128.2
HMDB0118124,236.95,127.68
HMDB0118125,236.95,127.85
HMDB0118126,236.95,130.35
HMDB0118127,236.95,130.03
HMDB0118128,236.95,132.56
HMDB0118129,236.95,132.06
HMDB0118130,236.95,132.21
HMDB0118131,236.95,134.69
HMDB0118132,236.95,134.41
HMDB0118133,236.95,132.62
HMDB0118134,236.95,136.9
HMDB0118135,236.95,136.6
HMDB0118136,236.95,139.08
HMDB0118137,236.95,138.79
HMDB0118138,236.95,141.23
HMDB0118139,236.95,140.76
HMDB0118140,236.95,140.94
HMDB0118141,236.95,143.43
HMDB0118142,236.95,143.15
HMDB0118143,236.95,145.59
HMDB0118144,236.95,147.76
HMDB0118145,236.95,147.5
HMDB0118146,236.95,149.92
HMDB0118147,236.95,149.49
HMDB0118148,236.95,122.85
HMDB0118149,236.95,123.08
HMDB0118150,236.95,125.52
HMDB0118151,236.95,125.22
HMDB0118152,236.95,127.71
HMDB0118153,236.95,127.24
HMDB0118154,236.95,127.33
HMDB0118155,236.95,129.78
HMDB0118156,236.95,129.52
HMDB0118157,236.95,132.1
HMDB0118158,236.95,131.57
HMDB0118159,236.95,131.75
HMDB0118160,236.95,134.27
HMDB0118161,236.95,133.88
HMDB0118162,236.95,132.08
HMDB0118163,236.95,136.42
HMDB0118164,236.95,136.11
HMDB0118165,236.95,138.6
HMDB0118166,236.95,138.31
HMDB0118167,236.95,140.77
HMDB0118168,236.95,140.3
HMDB0118169,236.95,140.51
HMDB0118170,236.95,142.98
HMDB0118171,236.95,142.66
HMDB0118172,236.95,145.13
HMDB0118173,236.95,147.28
HMDB0118174,236.95,146.97
HMDB0118175,236.95,149.45
HMDB0118176,236.95,149.02
HMDB0118177,236.95,123.38
HMDB0118178,236.95,125.72
HMDB0118179,236.95,125.49
HMDB0118180,236.95,127.96
HMDB0118181,236.95,127.47
HMDB0118182,236.95,127.61
HMDB0118183,236.95,130.06
HMDB0118184,236.95,129.79
HMDB0118185,236.95,132.33
HMDB0118186,236.95,131.84
HMDB0118187,236.95,132.03
HMDB0118188,236.95,134.49
HMDB0118189,236.95,134.17
HMDB0118190,236.95,132.37
HMDB0118191,236.95,136.68
HMDB0118192,236.95,136.4
HMDB0118193,236.95,138.85
HMDB0118194,236.95,138.51
HMDB0118195,236.95,141.03
HMDB0118196,236.95,140.56
HMDB0118197,236.95,140.73
HMDB0118198,236.95,143.18
HMDB0118199,236.95,142.89
HMDB0118200,236.95,145.35
HMDB0118201,236.95,147.54
HMDB0118202,236.95,147.22
HMDB0118203,236.95,149.71
HMDB0118204,236.95,149.22
HMDB0118205,236.95,128.11
HMDB0118206,236.95,127.91
HMDB0118207,236.95,130.29
HMDB0118208,236.95,129.84
HMDB0118209,236.95,130.06
HMDB0118210,236.95,132.47
HMDB0118211,236.95,132.23
HMDB0118212,236.95,134.67
HMDB0118213,236.95,134.2
HMDB0118214,236.95,134.39
HMDB0118215,236.95,136.86
HMDB0118216,236.95,136.52
HMDB0118217,236.95,134.82
HMDB0118218,236.95,139.04
HMDB0118219,236.95,138.74
HMDB0118220,236.95,141.23
HMDB0118221,236.95,140.9
HMDB0118222,236.95,143.4
HMDB0118223,236.95,142.91
HMDB0118224,236.95,143.1
HMDB0118225,236.95,145.57
HMDB0118226,236.95,145.22
HMDB0118227,236.95,147.73
HMDB0118228,236.95,149.89
HMDB0118229,236.95,149.63
HMDB0118230,236.95,152.08
HMDB0118231,236.95,151.58
HMDB0118232,236.95,127.58
HMDB0118233,236.95,130.02
HMDB0118234,236.95,129.55
HMDB0118235,236.95,129.71
HMDB0118236,236.95,132.18
HMDB0118237,236.95,131.9
HMDB0118238,236.95,134.39
HMDB0118239,236.95,133.95
HMDB0118240,236.95,134.03
HMDB0118241,236.95,136.58
HMDB0118242,236.95,136.31
HMDB0118243,236.95,134.45
HMDB0118244,236.95,138.79
HMDB0118245,236.95,138.5
HMDB0118246,236.95,140.9
HMDB0118247,236.95,140.69
HMDB0118248,236.95,143.13
HMDB0118249,236.95,142.69
HMDB0118250,236.95,142.85
HMDB0118251,236.95,145.3
HMDB0118252,236.95,145.02
HMDB0118253,236.95,147.52
HMDB0118254,236.95,149.67
HMDB0118255,236.95,149.38
HMDB0118256,236.95,151.84
HMDB0118257,236.95,151.4
HMDB0118258,236.95,132.51
HMDB0118259,236.95,132.05
HMDB0118260,236.95,132.26
HMDB0118261,236.95,134.68
HMDB0118262,236.95,134.39
HMDB0118263,236.95,136.86
HMDB0118264,236.95,136.39
HMDB0118265,236.95,136.59
HMDB0118266,236.95,139.04
HMDB0118267,236.95,138.68
HMDB0118268,236.95,136.97
HMDB0118269,236.95,141.17
HMDB0118270,236.95,140.9
HMDB0118271,236.95,143.37
HMDB0118272,236.95,143.08
HMDB0118273,236.95,145.55
HMDB0118274,236.95,145.09
HMDB0118275,236.95,145.28
HMDB0118276,236.95,147.74
HMDB0118277,236.95,147.45
HMDB0118278,236.95,149.91
HMDB0118279,236.95,152.05
HMDB0118280,236.95,151.78
HMDB0118281,236.95,154.22
HMDB0118282,236.95,153.8
HMDB0118283,236.95,131.53
HMDB0118284,236.95,131.68
HMDB0118285,236.95,134.16
HMDB0118286,236.95,133.84
HMDB0118287,236.95,136.35
HMDB0118288,236.95,135.89
HMDB0118289,236.95,136.02
HMDB0118290,236.95,138.51
HMDB0118291,236.95,138.18
HMDB0118292,236.95,136.46
HMDB0118293,236.95,140.68
HMDB0118294,236.95,140.37
HMDB0118295,236.95,142.85
HMDB0118296,236.95,142.55
HMDB0118297,236.95,145.04
HMDB0118298,236.95,144.59
HMDB0118299,236.95,144.73
HMDB0118300,236.95,147.25
HMDB0118301,236.95,146.91
HMDB0118302,236.95,149.37
HMDB0118303,236.95,151.55
HMDB0118304,236.95,151.26
HMDB0118305,236.95,153.72
HMDB0118306,236.95,153.29
HMDB0118307,236.95,131.99
HMDB0118308,236.95,134.4
HMDB0118309,236.95,134.09
HMDB0118310,236.95,136.6
HMDB0118311,236.95,136.11
HMDB0118312,236.95,136.33
HMDB0118313,236.95,138.74
HMDB0118314,236.95,138.39
HMDB0118315,236.95,136.67
HMDB0118316,236.95,140.96
HMDB0118317,236.95,140.68
HMDB0118318,236.95,143.13
HMDB0118319,236.95,142.84
HMDB0118320,236.95,145.33
HMDB0118321,236.95,144.88
HMDB0118322,236.95,144.99
HMDB0118323,236.95,147.48
HMDB0118324,236.95,147.19
HMDB0118325,236.95,149.69
HMDB0118326,236.95,151.82
HMDB0118327,236.95,151.53
HMDB0118328,236.95,153.99
HMDB0118329,236.95,153.49
HMDB0118330,236.95,136.83
HMDB0118331,236.95,136.54
HMDB0118332,236.95,139.0
HMDB0118333,236.95,138.53
HMDB0118334,236.95,138.73
HMDB0118335,236.95,141.15
HMDB0118336,236.95,140.84
HMDB0118337,236.95,139.13
HMDB0118338,236.95,143.38
HMDB0118339,236.95,143.08
HMDB0118340,236.95,145.48
HMDB0118341,236.95,145.23
HMDB0118342,236.95,147.71
HMDB0118343,236.95,147.26
HMDB0118344,236.95,147.37
HMDB0118345,236.95,149.87
HMDB0118346,236.95,149.59
HMDB0118347,236.95,151.98
HMDB0118348,236.95,154.17
HMDB0118349,236.95,153.9
HMDB0118350,236.95,156.32
HMDB0118351,236.95,155.89
HMDB0118352,236.95,136.24
HMDB0118353,236.95,138.63
HMDB0118354,236.95,138.25
HMDB0118355,236.95,138.37
HMDB0118356,236.95,140.85
HMDB0118357,236.95,140.57
HMDB0118358,236.95,138.82
HMDB0118359,236.95,143.05
HMDB0118360,236.95,142.74
HMDB0118361,236.95,145.22
HMDB0118362,236.95,144.88
HMDB0118363,236.95,147.42
HMDB0118364,236.95,146.94
HMDB0118365,236.95,147.12
HMDB0118366,236.95,149.6
HMDB0118367,236.95,149.29
HMDB0118368,236.95,151.73
HMDB0118369,236.95,153.89
HMDB0118370,236.95,153.61
HMDB0118371,236.95,156.07
HMDB0118372,236.95,155.68
HMDB0118373,236.95,141.19
