hmdb_primary,pka_strongest_acidic,pka_strongest_basic
HMDB0110040,NA,-6.6
HMDB0110041,NA,-6.6
HMDB0110042,NA,-6.6
HMDB0110043,NA,-6.6
HMDB0110044,NA,-6.6
HMDB0110045,NA,-6.6
HMDB0110046,NA,-6.6
HMDB0110047,NA,-6.6
HMDB0110048,NA,-6.6
HMDB0110049,NA,-6.6
HMDB0110050,NA,-6.6
HMDB0110051,NA,-6.6
HMDB0110052,NA,-6.6
HMDB0110053,NA,-6.6
HMDB0110054,NA,-6.6
HMDB0110055,NA,-6.6
HMDB0110056,NA,-6.6
HMDB0110057,NA,-6.6
HMDB0110058,NA,-6.6
HMDB0110059,NA,-6.6
HMDB0110060,NA,-6.6
HMDB0110061,NA,-6.6
HMDB0110062,NA,-6.6
HMDB0110063,NA,-6.6
HMDB0110064,NA,-6.6
HMDB0110065,NA,-6.6
HMDB0110066,NA,-6.6
HMDB0110067,NA,-6.6
HMDB0110068,NA,-6.6
HMDB0110069,NA,-6.6
HMDB0110070,NA,-6.6
HMDB0110071,NA,-6.6
HMDB0110072,NA,-6.6
HMDB0110073,NA,-6.6
HMDB0110074,NA,-6.6
HMDB0110075,NA,-6.6
HMDB0110076,NA,-6.6
HMDB0110077,NA,-6.6
HMDB0110078,NA,-6.6
HMDB0110079,NA,-6.6
HMDB0110080,NA,-6.6
HMDB0110081,NA,-6.6
HMDB0110082,NA,-6.6
HMDB0110083,NA,-6.6
HMDB0110084,NA,-6.6
HMDB0110085,NA,-6.6
HMDB0110086,NA,-6.6
HMDB0110087,NA,-6.6
HMDB0110088,NA,-6.6
HMDB0110089,NA,-6.6
HMDB0110090,NA,-6.6
HMDB0110091,NA,-6.6
HMDB0110092,NA,-6.6
HMDB0110093,NA,-6.6
HMDB0110094,NA,-6.6
HMDB0110095,NA,-6.6
HMDB0110096,NA,-6.6
HMDB0110097,NA,-6.6
HMDB0110098,NA,-6.6
HMDB0110099,NA,-6.6
HMDB0110100,NA,-6.6
HMDB0110101,NA,-6.6
HMDB0110102,NA,-6.6
HMDB0110103,NA,-6.6
HMDB0110104,NA,-6.6
HMDB0110105,NA,-6.6
HMDB0110106,NA,-6.6
HMDB0110107,NA,-6.6
HMDB0110108,NA,-6.6
HMDB0110109,NA,-6.6
HMDB0110110,NA,-6.6
HMDB0110111,NA,-6.6
HMDB0110112,NA,-6.6
HMDB0110113,NA,-6.6
HMDB0110114,NA,-6.6
HMDB0110115,NA,-6.6
HMDB0110116,NA,-6.6
HMDB0110117,NA,-6.6
HMDB0110118,NA,-6.6
HMDB0110119,NA,-6.6
HMDB0110120,NA,-6.6
HMDB0110121,NA,-6.6
HMDB0110122,NA,-6.6
HMDB0110123,NA,-6.6
HMDB0110124,NA,-6.6
HMDB0110125,NA,-6.6
HMDB0110126,NA,-6.6
HMDB0110127,NA,-6.6
HMDB0110128,NA,-6.6
HMDB0110129,NA,-6.6
HMDB0110130,NA,-6.6
HMDB0110131,NA,-6.6
HMDB0110132,NA,-6.6
HMDB0110133,NA,-6.6
HMDB0110134,NA,-6.6
HMDB0110135,NA,-6.6
HMDB0110136,NA,-6.6
HMDB0110137,NA,-6.6
HMDB0110138,NA,-6.6
HMDB0110139,NA,-6.6
HMDB0110140,NA,-6.6
HMDB0110141,NA,-6.6
HMDB0110142,NA,-6.6
HMDB0110143,NA,-6.6
HMDB0110144,NA,-6.6
HMDB0110145,NA,-6.6
HMDB0110146,NA,-6.6
HMDB0110147,NA,-6.6
HMDB0110148,NA,-6.6
HMDB0110149,NA,-6.6
HMDB0110150,NA,-6.6
HMDB0110151,NA,-6.6
HMDB0110152,NA,-6.6
HMDB0110153,NA,-6.6
HMDB0110154,NA,-6.6
HMDB0110155,NA,-6.6
HMDB0110156,NA,-6.6
HMDB0110157,NA,-6.6
HMDB0110158,NA,-6.6
HMDB0110159,NA,-6.6
HMDB0110160,NA,-6.6
HMDB0110161,NA,-6.6
HMDB0110162,NA,-6.6
HMDB0110163,NA,-6.6
HMDB0110164,NA,-6.6
HMDB0110165,NA,-6.6
HMDB0110166,NA,-6.6
HMDB0110167,NA,-6.6
HMDB0110168,NA,-6.6
HMDB0110169,NA,-6.6
HMDB0110170,NA,-6.6
HMDB0110171,NA,-6.6
HMDB0110172,NA,-6.6
HMDB0110173,NA,-6.6
HMDB0110174,NA,-6.6
HMDB0110175,NA,-6.6
HMDB0110176,NA,-6.6
HMDB0110177,NA,-6.6
HMDB0110178,NA,-6.6
HMDB0110179,NA,-6.6
HMDB0110180,NA,-6.6
HMDB0110181,NA,-6.6
HMDB0110182,NA,-6.6
HMDB0110183,NA,-6.6
HMDB0110184,NA,-6.6
HMDB0110185,NA,-6.6
HMDB0110186,NA,-6.6
HMDB0110187,NA,-6.6
HMDB0110188,NA,-6.6
HMDB0110189,NA,-6.6
HMDB0110190,NA,-6.6
HMDB0110191,NA,-6.6
HMDB0110192,NA,-6.6
HMDB0110193,NA,-6.6
HMDB0110194,NA,-6.6
HMDB0110195,NA,-6.6
HMDB0110196,NA,-6.6
HMDB0110197,NA,-6.6
HMDB0110198,NA,-6.6
HMDB0110199,NA,-6.6
HMDB0110200,NA,-6.6
HMDB0110201,NA,-6.6
HMDB0110202,NA,-6.6
HMDB0110203,NA,-6.6
HMDB0110204,NA,-6.6
HMDB0110205,NA,-6.6
HMDB0110206,NA,-6.6
HMDB0110207,NA,-6.6
HMDB0110208,NA,-6.6
HMDB0110209,NA,-6.6
HMDB0110210,NA,-6.6
HMDB0110211,NA,-6.6
HMDB0110212,NA,-6.6
HMDB0110213,NA,-6.6
HMDB0110214,NA,-6.6
HMDB0110215,NA,-6.6
HMDB0110216,NA,-6.6
HMDB0110217,NA,-6.6
HMDB0110218,NA,-6.6
HMDB0110219,NA,-6.6
HMDB0110220,NA,-6.6
HMDB0110221,NA,-6.6
HMDB0110222,NA,-6.6
HMDB0110223,NA,-6.6
HMDB0110224,NA,-6.6
HMDB0110225,NA,-6.6
HMDB0110226,NA,-6.6
HMDB0110227,NA,-6.6
HMDB0110228,NA,-6.6
HMDB0110229,NA,-6.6
HMDB0110230,NA,-6.6
HMDB0110231,NA,-6.6
HMDB0110232,NA,-6.6
HMDB0110233,NA,-6.6
HMDB0110234,NA,-6.6
HMDB0110235,NA,-6.6
HMDB0110236,NA,-6.6
HMDB0110237,NA,-6.6
HMDB0110238,NA,-6.6
HMDB0110239,NA,-6.6
HMDB0110240,NA,-6.6
HMDB0110241,NA,-6.6
HMDB0110242,NA,-6.6
HMDB0110243,NA,-6.6
HMDB0110244,NA,-6.6
HMDB0110245,NA,-6.6
HMDB0110246,NA,-6.6
HMDB0110247,NA,-6.6
HMDB0110248,NA,-6.6
HMDB0110249,NA,-6.6
HMDB0110250,NA,-6.6
HMDB0110251,NA,-6.6
HMDB0110252,NA,-6.6
HMDB0110253,NA,-6.6
HMDB0110254,NA,-6.6
HMDB0110255,NA,-6.6
HMDB0110256,NA,-6.6
HMDB0110257,NA,-6.6
HMDB0110258,NA,-6.6
HMDB0110259,NA,-6.6
HMDB0110260,NA,-6.6
HMDB0110261,NA,-6.6
HMDB0110262,NA,-6.6
HMDB0110263,NA,-6.6
HMDB0110264,NA,-6.6
HMDB0110265,NA,-6.6
HMDB0110266,NA,-6.6
HMDB0110267,NA,-6.6
HMDB0110268,NA,-6.6
HMDB0110269,NA,-6.6
HMDB0110270,NA,-6.6
HMDB0110271,NA,-6.6
HMDB0110272,NA,-6.6
HMDB0110273,NA,-6.6
HMDB0110274,NA,-6.6
HMDB0110275,NA,-6.6
HMDB0110276,NA,-6.6
HMDB0110277,NA,-6.6
HMDB0110278,NA,-6.6
HMDB0110279,NA,-6.6
HMDB0110280,NA,-6.6
HMDB0110281,NA,-6.6
HMDB0110282,NA,-6.6
HMDB0110283,NA,-6.6
HMDB0110284,NA,-6.6
HMDB0110285,NA,-6.6
HMDB0110286,NA,-6.6
HMDB0110287,NA,-6.6
HMDB0110288,NA,-6.6
HMDB0110289,NA,-6.6
HMDB0110290,NA,-6.6
HMDB0110291,NA,-6.6
HMDB0110292,NA,-6.6
HMDB0110293,NA,-6.6
HMDB0110294,NA,-6.6
HMDB0110295,NA,-6.6
HMDB0110296,NA,-6.6
HMDB0110297,NA,-6.6
HMDB0110298,NA,-6.6
HMDB0110299,NA,-6.6
HMDB0110300,NA,-6.6
HMDB0110301,NA,-6.6
HMDB0110302,NA,-6.6
HMDB0110303,NA,-6.6
HMDB0110304,NA,-6.6
HMDB0110305,NA,-6.6
HMDB0110306,NA,-6.6
HMDB0110307,NA,-6.6
HMDB0110308,NA,-6.6
HMDB0110309,NA,-6.6
HMDB0110310,NA,-6.6
HMDB0110311,NA,-6.6
HMDB0110312,NA,-6.6
HMDB0110313,NA,-6.6
HMDB0110314,NA,-6.6
HMDB0110315,NA,-6.6
HMDB0110316,NA,-6.6
HMDB0110317,NA,-6.6
HMDB0110318,NA,-6.6
HMDB0110319,NA,-6.6
HMDB0110320,NA,-6.6
HMDB0110321,NA,-6.6
HMDB0110322,NA,-6.6
HMDB0110323,NA,-6.6
HMDB0110324,NA,-6.6
HMDB0110325,NA,-6.6
HMDB0110326,NA,-6.6
HMDB0110327,NA,-6.6
HMDB0110328,NA,-6.6
HMDB0110329,NA,-6.6
HMDB0110330,NA,-6.6
HMDB0110331,NA,-6.6
HMDB0110332,NA,-6.6
HMDB0110333,NA,-6.6
HMDB0110334,NA,-6.6
HMDB0110335,NA,-6.6
HMDB0110336,NA,-6.6
HMDB0110337,NA,-6.6
HMDB0110338,NA,-6.6
HMDB0110339,NA,-6.6
HMDB0110340,NA,-6.6
HMDB0110341,NA,-6.6
HMDB0110342,NA,-6.6
HMDB0110343,NA,-6.6
HMDB0110344,NA,-6.6
HMDB0110345,NA,-6.6
HMDB0110346,NA,-6.6
HMDB0110347,NA,-6.6
HMDB0110348,NA,-6.6
HMDB0110349,NA,-6.6
HMDB0110350,NA,-6.6
HMDB0110351,NA,-6.6
HMDB0110352,NA,-6.6
HMDB0110353,NA,-6.6
HMDB0110354,NA,-6.6
HMDB0110355,NA,-6.6
HMDB0110356,NA,-6.6
HMDB0110357,NA,-6.6
HMDB0110358,NA,-6.6
HMDB0110359,NA,-6.6
HMDB0110360,NA,-6.6
HMDB0110361,NA,-6.6
HMDB0110362,NA,-6.6
HMDB0110363,NA,-6.6
HMDB0110364,NA,-6.6
HMDB0110365,NA,-6.6
HMDB0110366,NA,-6.6
HMDB0110367,NA,-6.6
HMDB0110368,NA,-6.6
HMDB0110369,NA,-6.6
HMDB0110370,NA,-6.6
HMDB0110371,NA,-6.6
HMDB0110372,NA,-6.6
HMDB0110373,NA,-6.6
HMDB0110374,NA,-6.6
HMDB0110375,NA,-6.6
HMDB0110376,NA,-6.6
HMDB0110377,NA,-6.6
HMDB0110378,NA,-6.6
HMDB0110379,NA,-6.6
HMDB0110380,NA,-6.6
HMDB0110381,NA,-6.6
HMDB0110382,NA,-6.6
HMDB0110383,NA,-6.6
HMDB0110384,NA,-6.6
HMDB0110385,NA,-6.6
HMDB0110386,NA,-6.6
HMDB0110387,NA,-6.6
HMDB0110388,NA,-6.6
HMDB0110389,NA,-6.6
HMDB0110390,NA,-6.6
HMDB0110391,NA,-6.6
HMDB0110392,NA,-6.6
HMDB0110393,NA,-6.6
HMDB0110394,NA,-6.6
HMDB0110395,NA,-6.6
HMDB0110396,NA,-6.6
HMDB0110397,NA,-6.6
HMDB0110398,NA,-6.6
HMDB0110399,NA,-6.6
HMDB0110400,NA,-6.6
HMDB0110401,NA,-6.6
HMDB0110402,NA,-6.6
HMDB0110403,NA,-6.6
HMDB0110404,NA,-6.6
HMDB0110405,NA,-6.6
HMDB0110406,NA,-6.6
HMDB0110407,NA,-6.6
HMDB0110408,NA,-6.6
HMDB0110409,NA,-6.6
HMDB0110410,NA,-6.6
HMDB0110411,NA,-6.6
HMDB0110412,NA,-6.6
HMDB0110413,NA,-6.6
HMDB0110414,NA,-6.6
HMDB0110415,NA,-6.6
HMDB0110416,NA,-6.6
HMDB0110417,NA,-6.6
HMDB0110418,NA,-6.6
HMDB0110419,NA,-6.6
HMDB0110420,NA,-6.6
HMDB0110421,NA,-6.6
HMDB0110422,NA,-6.6
HMDB0110423,NA,-6.6
HMDB0110424,NA,-6.6
HMDB0110425,NA,-6.6
HMDB0110426,NA,-6.6
HMDB0110427,NA,-6.6
HMDB0110428,NA,-6.6
HMDB0110429,NA,-6.6
HMDB0110430,NA,-6.6
HMDB0110431,NA,-6.6
HMDB0110432,NA,-6.6
HMDB0110433,NA,-6.6
HMDB0110434,NA,-6.6
HMDB0110435,NA,-6.6
HMDB0110436,NA,-6.6
HMDB0110437,NA,-6.6
HMDB0110438,NA,-6.6
HMDB0110439,NA,-6.6
HMDB0110440,NA,-6.6
HMDB0110441,NA,-6.6
HMDB0110442,NA,-6.6
HMDB0110443,NA,-6.6
HMDB0110444,NA,-6.6
HMDB0110445,NA,-6.6
HMDB0110446,NA,-6.6
HMDB0110447,NA,-6.6
HMDB0110448,NA,-6.6
HMDB0110449,NA,-6.6
HMDB0110450,NA,-6.6
HMDB0110451,NA,-6.6
HMDB0110452,NA,-6.6
HMDB0110453,NA,-6.6
HMDB0110454,NA,-6.6
HMDB0110455,NA,-6.6
HMDB0110456,NA,-6.6
HMDB0110457,NA,-6.6
HMDB0110458,NA,-6.6
HMDB0110459,NA,-6.6
HMDB0110460,NA,-6.6
HMDB0110461,NA,-6.6
HMDB0110462,NA,-6.6
HMDB0110463,NA,-6.6
HMDB0110464,NA,-6.6
HMDB0110465,NA,-6.6
HMDB0110466,NA,-6.6
HMDB0110467,NA,-6.6
HMDB0110468,NA,-6.6
HMDB0110469,NA,-6.6
HMDB0110470,NA,-6.6
HMDB0110471,NA,-6.6
HMDB0110472,NA,-6.6
HMDB0110473,NA,-6.6
HMDB0110474,NA,-6.6
HMDB0110475,NA,-6.6
HMDB0110476,NA,-6.6
HMDB0110477,NA,-6.6
HMDB0110478,NA,-6.6
HMDB0110479,NA,-6.6
HMDB0110480,NA,-6.6
HMDB0110481,NA,-6.6
HMDB0110482,NA,-6.6
HMDB0110483,NA,-6.6
HMDB0110484,NA,-6.6
HMDB0110485,NA,-6.6
HMDB0110486,NA,-6.6
HMDB0110487,NA,-6.6
HMDB0110488,NA,-6.6
HMDB0110489,NA,-6.6
HMDB0110490,NA,-6.6
HMDB0110491,NA,-6.6
HMDB0110492,NA,-6.6
HMDB0110493,NA,-6.6
HMDB0110494,NA,-6.6
HMDB0110495,NA,-6.6
HMDB0110496,NA,-6.6
HMDB0110497,NA,-6.6
HMDB0110498,NA,-6.6
HMDB0110499,NA,-6.6
HMDB0110500,NA,-6.6
HMDB0110501,NA,-6.6
HMDB0110502,NA,-6.6
HMDB0110503,NA,-6.6
HMDB0110504,NA,-6.6
HMDB0110505,NA,-6.6
HMDB0110506,NA,-6.6
HMDB0110507,NA,-6.6
HMDB0110508,NA,-6.6
HMDB0110509,NA,-6.6
HMDB0110510,NA,-6.6
HMDB0110511,NA,-6.6
HMDB0110512,NA,-6.6
HMDB0110513,NA,-6.6
HMDB0110514,NA,-6.6
HMDB0110515,NA,-6.6
HMDB0110516,NA,-6.6
HMDB0110517,NA,-6.6
HMDB0110518,NA,-6.6
HMDB0110519,NA,-6.6
HMDB0110520,NA,-6.6
HMDB0110521,NA,-6.6
HMDB0110522,NA,-6.6
HMDB0110523,NA,-6.6
HMDB0110524,NA,-6.6
HMDB0110525,NA,-6.6
HMDB0110526,NA,-6.6
HMDB0110527,NA,-6.6
HMDB0110528,NA,-6.6
HMDB0110529,NA,-6.6
HMDB0110530,NA,-6.6
HMDB0110531,NA,-6.6
HMDB0110532,NA,-6.6
HMDB0110533,NA,-6.6
HMDB0110534,NA,-6.6
HMDB0110535,NA,-6.6
HMDB0110536,NA,-6.6
HMDB0110537,NA,-6.6
HMDB0110538,NA,-6.6
HMDB0110539,NA,-6.6
HMDB0110540,NA,-6.6
HMDB0110541,NA,-6.6
HMDB0110542,NA,-6.6
HMDB0110543,NA,-6.6
HMDB0110544,NA,-6.6
HMDB0110545,NA,-6.6
HMDB0110546,NA,-6.6
HMDB0110547,NA,-6.6
HMDB0110548,NA,-6.6
HMDB0110549,NA,-6.6
HMDB0110550,NA,-6.6
HMDB0110551,NA,-6.6
HMDB0110552,NA,-6.6
HMDB0110553,NA,-6.6
HMDB0110554,NA,-6.6
HMDB0110555,NA,-6.6
HMDB0110556,NA,-6.6
HMDB0110557,NA,-6.6
HMDB0110558,NA,-6.6
HMDB0110559,NA,-6.6
HMDB0110560,NA,-6.6
HMDB0110561,NA,-6.6
HMDB0110562,NA,-6.6
HMDB0110563,NA,-6.6
HMDB0110564,NA,-6.6
HMDB0110565,NA,-6.6
HMDB0110566,NA,-6.6
HMDB0110567,NA,-6.6
HMDB0110568,NA,-6.6
HMDB0110569,NA,-6.6
HMDB0110570,NA,-6.6
HMDB0110571,NA,-6.6
HMDB0110572,NA,-6.6
HMDB0110573,NA,-6.6
HMDB0110574,NA,-6.6
HMDB0110575,NA,-6.6
HMDB0110576,NA,-6.6
HMDB0110577,NA,-6.6
HMDB0110578,NA,-6.6
HMDB0110579,NA,-6.6
HMDB0110580,NA,-6.6
HMDB0110581,NA,-6.6
HMDB0110582,NA,-6.6
HMDB0110583,NA,-6.6
HMDB0110584,NA,-6.6
HMDB0110585,NA,-6.6
HMDB0110586,NA,-6.6
HMDB0110587,NA,-6.6
HMDB0110588,NA,-6.6
HMDB0110589,NA,-6.6
HMDB0110590,NA,-6.6
HMDB0110591,NA,-6.6
HMDB0110592,NA,-6.6
HMDB0110593,NA,-6.6
HMDB0110594,NA,-6.6
HMDB0110595,NA,-6.6
HMDB0110596,NA,-6.6
HMDB0110597,NA,-6.6
HMDB0110598,NA,-6.6
HMDB0110599,NA,-6.6
HMDB0110600,NA,-6.6
HMDB0110601,NA,-6.6
HMDB0110602,NA,-6.6
HMDB0110603,NA,-6.6
HMDB0110604,NA,-6.6
HMDB0110605,NA,-6.6
HMDB0110606,NA,-6.6
HMDB0110607,NA,-6.6
HMDB0110608,NA,-6.6
HMDB0110609,NA,-6.6
HMDB0110610,NA,-6.6
HMDB0110611,NA,-6.6
HMDB0110612,NA,-6.6
HMDB0110613,NA,-6.6
HMDB0110614,NA,-6.6
HMDB0110615,NA,-6.6
HMDB0110616,NA,-6.6
HMDB0110617,NA,-6.6
HMDB0110618,NA,-6.6
HMDB0110619,NA,-6.6
HMDB0110620,NA,-6.6
HMDB0110621,NA,-6.6
HMDB0110622,NA,-6.6
HMDB0110623,NA,-6.6
HMDB0110624,NA,-6.6
HMDB0110625,NA,-6.6
HMDB0110626,NA,-6.6
HMDB0110627,NA,-6.6
HMDB0110628,NA,-6.6
HMDB0110629,NA,-6.6
HMDB0110630,NA,-6.6
HMDB0110631,NA,-6.6
HMDB0110632,NA,-6.6
HMDB0110633,NA,-6.6
HMDB0110634,NA,-6.6
HMDB0110635,NA,-6.6
HMDB0110636,NA,-6.6
HMDB0110637,NA,-6.6
HMDB0110638,NA,-6.6
HMDB0110639,NA,-6.6
HMDB0110640,NA,-6.6
HMDB0110641,NA,-6.6
HMDB0110642,NA,-6.6
HMDB0110643,NA,-6.6
HMDB0110644,NA,-6.6
HMDB0110645,NA,-6.6
HMDB0110646,NA,-6.6
HMDB0110647,NA,-6.6
HMDB0110648,NA,-6.6
HMDB0110649,NA,-6.6
HMDB0110650,NA,-6.6
HMDB0110651,NA,-6.6
HMDB0110652,NA,-6.6
HMDB0110653,NA,-6.6
HMDB0110654,NA,-6.6
HMDB0110655,NA,-6.6
HMDB0110656,NA,-6.6
HMDB0110657,NA,-6.6
HMDB0110658,NA,-6.6
HMDB0110659,NA,-6.6
HMDB0110660,NA,-6.6
HMDB0110661,NA,-6.6
HMDB0110662,NA,-6.6
HMDB0110663,NA,-6.6
HMDB0110664,NA,-6.6
HMDB0110665,NA,-6.6
HMDB0110666,NA,-6.6
HMDB0110667,NA,-6.6
HMDB0110668,NA,-6.6
HMDB0110669,NA,-6.6
HMDB0110670,NA,-6.6
HMDB0110671,NA,-6.6
HMDB0110672,NA,-6.6
HMDB0110673,NA,-6.6
HMDB0110674,NA,-6.6
HMDB0110675,NA,-6.6
HMDB0110676,NA,-6.6
HMDB0110677,NA,-6.6
HMDB0110678,NA,-6.6
HMDB0110679,NA,-6.6
HMDB0110680,NA,-6.6
HMDB0110681,NA,-6.6
HMDB0110682,NA,-6.6
HMDB0110683,NA,-6.6
HMDB0110684,NA,-6.6
HMDB0110685,NA,-6.6
HMDB0110686,NA,-6.6
HMDB0110687,NA,-6.6
HMDB0110688,NA,-6.6
HMDB0110689,NA,-6.6
HMDB0110690,NA,-6.6
HMDB0110691,NA,-6.6
HMDB0110692,NA,-6.6
HMDB0110693,NA,-6.6
HMDB0110694,NA,-6.6
HMDB0110695,NA,-6.6
HMDB0110696,NA,-6.6
HMDB0110697,NA,-6.6
HMDB0110698,NA,-6.6
HMDB0110699,NA,-6.6
HMDB0110700,NA,-6.6
HMDB0110701,NA,-6.6
HMDB0110702,NA,-6.6
HMDB0110703,NA,-6.6
HMDB0110704,NA,-6.6
HMDB0110705,NA,-6.6
HMDB0110706,NA,-6.6
HMDB0110707,NA,-6.6
HMDB0110708,NA,-6.6
HMDB0110709,NA,-6.6
HMDB0110710,NA,-6.6
HMDB0110711,NA,-6.6
HMDB0110712,NA,-6.6
HMDB0110713,NA,-6.6
HMDB0110714,NA,-6.6
HMDB0110715,NA,-6.6
HMDB0110716,NA,-6.6
HMDB0110717,NA,-6.6
HMDB0110718,NA,-6.6
HMDB0110719,NA,-6.6
HMDB0110720,NA,-6.6
HMDB0110721,NA,-6.6
HMDB0110722,NA,-6.6
HMDB0110723,NA,-6.6
HMDB0110724,NA,-6.6
HMDB0110725,NA,-6.6
HMDB0110726,NA,-6.6
HMDB0110727,NA,-6.6
HMDB0110728,NA,-6.6
HMDB0110729,NA,-6.6
HMDB0110730,NA,-6.6
HMDB0110731,NA,-6.6
HMDB0110732,NA,-6.6
HMDB0110733,NA,-6.6
HMDB0110734,NA,-6.6
HMDB0110735,NA,-6.6
HMDB0110736,NA,-6.6
HMDB0110737,NA,-6.6
HMDB0110738,NA,-6.6
HMDB0110739,NA,-6.6
HMDB0110740,NA,-6.6
HMDB0110741,NA,-6.6
HMDB0110742,NA,-6.6
HMDB0110743,NA,-6.6
HMDB0110744,NA,-6.6
HMDB0110745,NA,-6.6
HMDB0110746,NA,-6.6
HMDB0110747,NA,-6.6
HMDB0110748,NA,-6.6
HMDB0110749,NA,-6.6
HMDB0110750,NA,-6.6
HMDB0110751,NA,-6.6
HMDB0110752,NA,-6.6
HMDB0110753,NA,-6.6
HMDB0110754,NA,-6.6
HMDB0110755,NA,-6.6
HMDB0110756,NA,-6.6
HMDB0110757,NA,-6.6
HMDB0110758,NA,-6.6
HMDB0110759,NA,-6.6
HMDB0110760,NA,-6.6
HMDB0110761,NA,-6.6
HMDB0110762,NA,-6.6
HMDB0110763,NA,-6.6
HMDB0110764,NA,-6.6
HMDB0110765,NA,-6.6
HMDB0110766,NA,-6.6
HMDB0110767,NA,-6.6
HMDB0110768,NA,-6.6
HMDB0110769,NA,-6.6
HMDB0110770,NA,-6.6
HMDB0110771,NA,-6.6
HMDB0110772,NA,-6.6
HMDB0110773,NA,-6.6
HMDB0110774,NA,-6.6
HMDB0110775,NA,-6.6
HMDB0110776,NA,-6.6
HMDB0110777,NA,-6.6
HMDB0110778,NA,-6.6
HMDB0110779,NA,-6.6
HMDB0110780,NA,-6.6
HMDB0110781,NA,-6.6
HMDB0110782,NA,-6.6
HMDB0110783,NA,-6.6
HMDB0110784,NA,-6.6
HMDB0110785,NA,-6.6
HMDB0110786,NA,-6.6
HMDB0110787,NA,-6.6
HMDB0110788,NA,-6.6
HMDB0110789,NA,-6.6
HMDB0110790,NA,-6.6
HMDB0110791,NA,-6.6
HMDB0110792,NA,-6.6
HMDB0110793,NA,-6.6
HMDB0110794,NA,-6.6
HMDB0110795,NA,-6.6
HMDB0110796,NA,-6.6
HMDB0110797,NA,-6.6
HMDB0110798,NA,-6.6
HMDB0110799,NA,-6.6
HMDB0110800,NA,-6.6
HMDB0110801,NA,-6.6
HMDB0110802,NA,-6.6
HMDB0110803,NA,-6.6
HMDB0110804,NA,-6.6
HMDB0110805,NA,-6.6
HMDB0110806,NA,-6.6
HMDB0110807,NA,-6.6
HMDB0110808,NA,-6.6
HMDB0110809,NA,-6.6
HMDB0110810,NA,-6.6
HMDB0110811,NA,-6.6
HMDB0110812,NA,-6.6
HMDB0110813,NA,-6.6
HMDB0110814,NA,-6.6
HMDB0110815,NA,-6.6
HMDB0110816,NA,-6.6
HMDB0110818,NA,-6.6
HMDB0110821,1.59,-3.4
HMDB0110822,1.59,-3.4
HMDB0110825,1.59,-3.4
HMDB0110828,1.59,-3.4
HMDB0110830,1.59,-3.4
HMDB0110832,1.59,-3.4
HMDB0110834,1.59,-3.4
HMDB0110835,1.59,-3.4
HMDB0110838,1.59,-3.4
HMDB0110840,1.59,-3.4
HMDB0110841,1.59,-3.4
HMDB0110842,1.59,-3.4
HMDB0110845,1.59,-3.4
HMDB0110847,1.59,-3.4
HMDB0110850,1.59,-3.4
HMDB0110852,1.59,-3.4
HMDB0110853,1.59,-3.4
HMDB0110856,1.59,-3.4
HMDB0110859,1.59,-3.4
HMDB0110861,1.59,-3.4
HMDB0110866,1.59,-3.4
HMDB0110867,1.59,-3.4
HMDB0110868,1.59,-3.4
HMDB0110869,1.59,-3.4
HMDB0110870,1.59,-3.4
HMDB0110872,1.59,-3.4
HMDB0110873,1.59,-3.4
HMDB0110882,1.59,-3.4
HMDB0110888,1.59,-3.4
HMDB0110889,1.59,-3.4
HMDB0110892,1.59,-3.4
HMDB0110893,1.59,-3.4
HMDB0110894,1.59,-3.4
HMDB0110895,1.59,-3.4
HMDB0110896,1.59,-3.4
HMDB0110897,1.59,-3.4
HMDB0110899,1.59,-3.4
HMDB0110902,1.59,-3.4
HMDB0110903,1.59,-3.4
HMDB0110904,1.59,-3.4
HMDB0110905,1.59,-3.4
HMDB0110906,1.59,-3.4
HMDB0110907,1.59,-3.4
HMDB0110908,1.59,-3.4
HMDB0110909,1.59,-3.4
HMDB0110911,1.59,-3.4
HMDB0110912,1.59,-3.4
HMDB0110914,1.59,-3.4
HMDB0110916,1.59,-3.4
HMDB0110919,1.59,-3.4
HMDB0110920,1.59,-3.4
HMDB0110921,1.59,-3.4
HMDB0110922,1.59,-3.4
HMDB0110923,1.59,-3.4
HMDB0110925,1.59,-3.4
HMDB0110926,1.59,-3.4
HMDB0110928,1.59,-3.4
HMDB0110929,1.59,-3.4
HMDB0110930,1.59,-3.4
HMDB0110931,1.59,-3.4
HMDB0110940,1.59,-3.4
HMDB0110941,1.59,-3.4
HMDB0110942,1.59,-3.4
HMDB0110944,1.59,-3.4
HMDB0110947,1.59,-3.4
HMDB0110948,1.59,-3.4
HMDB0110949,1.59,-3.4
HMDB0110950,1.59,-3.4
HMDB0110954,1.59,-3.4
HMDB0110956,1.59,-3.4
HMDB0110957,1.59,-3.4
HMDB0110958,1.59,-3.4
HMDB0110959,1.59,-3.4
HMDB0110960,1.59,-3.4
HMDB0110961,1.59,-3.4
HMDB0110962,1.59,-3.4
HMDB0110963,1.59,-3.4
HMDB0110964,1.59,-3.4
HMDB0110967,1.59,-3.4
HMDB0110968,1.59,-3.4
HMDB0110969,1.59,-3.4
HMDB0110971,1.59,-3.4
HMDB0110972,1.59,-3.4
HMDB0110973,1.59,-3.4
HMDB0110974,1.59,-3.4
HMDB0110975,1.59,-3.4
HMDB0110976,1.59,-3.4
HMDB0110977,1.59,-3.4
HMDB0110978,1.59,-3.4
