hmdb_primary,kegg_id
HMDB0080342,NA
HMDB0080343,NA
HMDB0080344,NA
HMDB0080345,NA
HMDB0080346,NA
HMDB0080347,NA
HMDB0080348,NA
HMDB0080349,NA
HMDB0080350,NA
HMDB0080351,NA
HMDB0080352,NA
HMDB0080353,NA
HMDB0080354,NA
HMDB0080355,NA
HMDB0080356,NA
HMDB0080357,NA
HMDB0080358,NA
HMDB0080359,NA
HMDB0080360,NA
HMDB0080361,NA
HMDB0080362,NA
HMDB0080363,NA
HMDB0080364,NA
HMDB0080365,NA
HMDB0080366,NA
HMDB0080367,NA
HMDB0080368,NA
HMDB0080369,NA
HMDB0080370,NA
HMDB0080371,NA
HMDB0080372,NA
HMDB0080373,NA
HMDB0080374,NA
HMDB0080375,NA
HMDB0080376,NA
HMDB0080377,NA
HMDB0080378,NA
HMDB0080379,NA
HMDB0080380,NA
HMDB0080381,NA
HMDB0080382,NA
HMDB0080383,NA
HMDB0080384,NA
HMDB0080385,NA
HMDB0080386,NA
HMDB0080387,NA
HMDB0080388,NA
HMDB0080389,NA
HMDB0080390,NA
HMDB0080391,NA
HMDB0080392,NA
HMDB0080393,NA
HMDB0080394,NA
HMDB0080395,NA
HMDB0080396,NA
HMDB0080397,NA
HMDB0080398,NA
HMDB0080399,NA
HMDB0080400,NA
HMDB0080401,NA
HMDB0080402,NA
HMDB0080403,NA
HMDB0080404,NA
HMDB0080405,NA
HMDB0080406,NA
HMDB0080407,NA
HMDB0080408,NA
HMDB0080409,NA
HMDB0080410,NA
HMDB0080411,NA
HMDB0080412,NA
HMDB0080413,NA
HMDB0080414,NA
HMDB0080415,NA
HMDB0080416,NA
HMDB0080417,NA
HMDB0080418,NA
HMDB0080419,NA
HMDB0080420,NA
HMDB0080421,NA
HMDB0080422,NA
HMDB0080423,NA
HMDB0080424,NA
HMDB0080425,NA
HMDB0080426,NA
HMDB0080427,NA
HMDB0080428,NA
HMDB0080429,NA
HMDB0080430,NA
HMDB0080431,NA
HMDB0080432,NA
HMDB0080433,NA
HMDB0080434,NA
HMDB0080435,NA
HMDB0080436,NA
HMDB0080437,NA
HMDB0080438,NA
HMDB0080439,NA
HMDB0080440,NA
HMDB0080441,NA
HMDB0080442,NA
HMDB0080443,NA
HMDB0080444,NA
HMDB0080445,NA
HMDB0080446,NA
HMDB0080447,NA
HMDB0080448,NA
HMDB0080449,NA
HMDB0080450,NA
HMDB0080451,NA
HMDB0080452,NA
HMDB0080453,NA
HMDB0080454,NA
HMDB0080455,NA
HMDB0080456,NA
HMDB0080457,NA
HMDB0080458,NA
HMDB0080459,NA
HMDB0080460,NA
HMDB0080461,NA
HMDB0080462,NA
HMDB0080463,NA
HMDB0080464,NA
HMDB0080465,NA
HMDB0080466,NA
HMDB0080467,NA
HMDB0080468,NA
HMDB0080469,NA
HMDB0080470,NA
HMDB0080471,NA
HMDB0080472,NA
HMDB0080473,NA
HMDB0080474,NA
HMDB0080475,NA
HMDB0080476,NA
HMDB0080477,NA
HMDB0080478,NA
HMDB0080479,NA
HMDB0080480,NA
HMDB0080481,NA
HMDB0080482,NA
HMDB0080483,NA
HMDB0080484,NA
HMDB0080485,NA
HMDB0080486,NA
HMDB0080487,NA
HMDB0080488,NA
HMDB0080489,NA
HMDB0080490,NA
HMDB0080491,NA
HMDB0080492,NA
HMDB0080493,NA
HMDB0080494,NA
HMDB0080495,NA
HMDB0080496,NA
HMDB0080497,NA
HMDB0080498,NA
HMDB0080499,NA
HMDB0080500,NA
HMDB0080501,NA
HMDB0080502,NA
HMDB0080503,NA
HMDB0080504,NA
HMDB0080505,NA
HMDB0080506,NA
HMDB0080507,NA
HMDB0080508,NA
HMDB0080509,NA
HMDB0080510,NA
HMDB0080511,NA
HMDB0080512,NA
HMDB0080513,NA
HMDB0080514,NA
HMDB0080515,NA
HMDB0080516,NA
HMDB0080517,NA
HMDB0080518,NA
HMDB0080519,NA
HMDB0080520,NA
HMDB0080521,NA
HMDB0080522,NA
HMDB0080523,NA
HMDB0080524,NA
HMDB0080525,NA
HMDB0080526,NA
HMDB0080527,NA
HMDB0080528,NA
HMDB0080529,NA
HMDB0080530,NA
HMDB0080531,NA
HMDB0080532,NA
HMDB0080533,NA
HMDB0080534,NA
HMDB0080535,NA
HMDB0080536,NA
HMDB0080537,NA
HMDB0080538,NA
HMDB0080539,NA
HMDB0080540,NA
HMDB0080541,NA
HMDB0080542,NA
HMDB0080543,NA
HMDB0080544,NA
HMDB0080545,NA
HMDB0080546,NA
HMDB0080547,NA
HMDB0080548,NA
HMDB0080549,NA
HMDB0080550,NA
HMDB0080551,NA
HMDB0080552,NA
HMDB0080553,NA
HMDB0080554,NA
HMDB0080555,NA
HMDB0080556,NA
HMDB0080557,NA
HMDB0080558,NA
HMDB0080559,NA
HMDB0080560,NA
HMDB0080561,NA
HMDB0080562,NA
HMDB0080563,NA
HMDB0080564,NA
HMDB0080565,NA
HMDB0080566,NA
HMDB0080567,NA
HMDB0080568,NA
HMDB0080569,NA
HMDB0080570,NA
HMDB0080571,NA
HMDB0080572,NA
HMDB0080573,NA
HMDB0080574,NA
HMDB0080575,NA
HMDB0080576,NA
HMDB0080577,NA
HMDB0080578,NA
HMDB0080579,NA
HMDB0080580,NA
HMDB0080581,NA
HMDB0080582,NA
HMDB0080583,NA
HMDB0080584,NA
HMDB0080585,NA
HMDB0080586,NA
HMDB0080587,NA
HMDB0080588,NA
HMDB0080589,NA
HMDB0080590,NA
HMDB0080591,NA
HMDB0080592,NA
HMDB0080593,NA
HMDB0080594,NA
HMDB0080595,NA
HMDB0080596,NA
HMDB0080597,NA
HMDB0080598,NA
HMDB0080599,NA
HMDB0080600,NA
HMDB0080601,NA
HMDB0080602,NA
HMDB0080603,NA
HMDB0080604,NA
HMDB0080605,NA
HMDB0080606,NA
HMDB0080607,NA
HMDB0080608,NA
HMDB0080609,NA
HMDB0080610,NA
HMDB0080611,NA
HMDB0080612,NA
HMDB0080613,NA
HMDB0080614,NA
HMDB0080615,NA
HMDB0080616,NA
HMDB0080617,NA
HMDB0080618,NA
HMDB0080619,NA
HMDB0080620,NA
HMDB0080621,NA
HMDB0080622,NA
HMDB0080623,NA
HMDB0080624,NA
HMDB0080625,NA
HMDB0080626,NA
HMDB0080627,NA
HMDB0080628,NA
HMDB0080629,NA
HMDB0080630,NA
HMDB0080631,NA
HMDB0080632,NA
HMDB0080633,NA
HMDB0080634,NA
HMDB0080635,NA
HMDB0080636,NA
HMDB0080637,NA
HMDB0080638,NA
HMDB0080639,NA
HMDB0080640,NA
HMDB0080641,NA
HMDB0080642,NA
HMDB0080643,NA
HMDB0080644,NA
HMDB0080645,NA
HMDB0080646,NA
HMDB0080647,NA
HMDB0080648,NA
HMDB0080649,NA
HMDB0080650,NA
HMDB0080651,NA
HMDB0080652,NA
HMDB0080653,NA
HMDB0080654,NA
HMDB0080655,NA
HMDB0080656,NA
HMDB0080657,NA
HMDB0080658,NA
HMDB0080659,NA
HMDB0080660,NA
HMDB0080661,NA
HMDB0080662,NA
HMDB0080663,NA
HMDB0080664,NA
HMDB0080665,NA
HMDB0080666,NA
HMDB0080667,NA
HMDB0080668,NA
HMDB0080669,NA
HMDB0080670,NA
HMDB0080671,NA
HMDB0080672,NA
HMDB0080673,NA
HMDB0080674,NA
HMDB0080675,NA
HMDB0080676,NA
HMDB0080677,NA
HMDB0080678,NA
HMDB0080679,NA
HMDB0080680,NA
HMDB0080681,NA
HMDB0080682,NA
HMDB0080683,NA
HMDB0080684,NA
HMDB0080685,NA
HMDB0080686,NA
HMDB0080687,NA
HMDB0080688,NA
HMDB0080689,NA
HMDB0080690,NA
HMDB0080691,NA
HMDB0080692,NA
HMDB0080693,NA
HMDB0080694,NA
HMDB0080695,NA
HMDB0080696,NA
HMDB0080697,NA
HMDB0080698,NA
HMDB0080699,NA
HMDB0080700,NA
HMDB0080701,NA
HMDB0080702,NA
HMDB0080703,NA
HMDB0080704,NA
HMDB0080705,NA
HMDB0080706,NA
HMDB0080707,NA
HMDB0080708,NA
HMDB0080709,NA
HMDB0080710,NA
HMDB0080711,NA
HMDB0080712,NA
HMDB0080713,NA
HMDB0080714,NA
HMDB0080715,NA
HMDB0080716,NA
HMDB0080717,NA
HMDB0080718,NA
HMDB0080719,NA
HMDB0080720,NA
HMDB0080721,NA
HMDB0080722,NA
HMDB0080723,NA
HMDB0080724,NA
HMDB0080725,NA
HMDB0080726,NA
HMDB0080727,NA
HMDB0080728,NA
HMDB0080729,NA
HMDB0080730,NA
HMDB0080731,NA
HMDB0080732,NA
HMDB0080733,NA
HMDB0080734,NA
HMDB0080735,NA
HMDB0080736,NA
HMDB0080737,NA
HMDB0080738,NA
HMDB0080739,NA
HMDB0080740,NA
HMDB0080741,NA
HMDB0080742,NA
HMDB0080743,NA
HMDB0080744,NA
HMDB0080745,NA
HMDB0080746,NA
HMDB0080747,NA
HMDB0080748,NA
HMDB0080749,NA
HMDB0080750,NA
HMDB0080751,NA
HMDB0080752,NA
HMDB0080753,NA
HMDB0080754,NA
HMDB0080755,NA
HMDB0080756,NA
HMDB0080757,NA
HMDB0080758,NA
HMDB0080759,NA
HMDB0080760,NA
HMDB0080761,NA
HMDB0080762,NA
HMDB0080763,NA
HMDB0080764,NA
HMDB0080765,NA
HMDB0080766,NA
HMDB0080767,NA
HMDB0080768,NA
HMDB0080769,NA
HMDB0080770,NA
HMDB0080771,NA
HMDB0080772,NA
HMDB0080773,NA
HMDB0080774,NA
HMDB0080775,NA
HMDB0080776,NA
HMDB0080777,NA
HMDB0080778,NA
HMDB0080779,NA
HMDB0080780,NA
HMDB0080781,NA
HMDB0080782,NA
HMDB0080783,NA
HMDB0080784,NA
HMDB0080785,NA
HMDB0080786,NA
HMDB0080787,NA
HMDB0080788,NA
HMDB0080789,NA
HMDB0080790,NA
HMDB0080791,NA
HMDB0080792,NA
HMDB0080793,NA
HMDB0080794,NA
HMDB0080795,NA
HMDB0080796,NA
HMDB0080797,NA
HMDB0080798,NA
HMDB0080799,NA
HMDB0080800,NA
HMDB0080801,NA
HMDB0080802,NA
HMDB0080803,NA
HMDB0080804,NA
HMDB0080805,NA
HMDB0080806,NA
HMDB0080807,NA
HMDB0080808,NA
HMDB0080809,NA
HMDB0080810,NA
HMDB0080811,NA
HMDB0080812,NA
HMDB0080813,NA
HMDB0080814,NA
HMDB0080815,NA
HMDB0080816,NA
HMDB0080817,NA
HMDB0080818,NA
HMDB0080819,NA
HMDB0080820,NA
HMDB0080821,NA
HMDB0080822,NA
HMDB0080823,NA
HMDB0080824,NA
HMDB0080825,NA
HMDB0080826,NA
HMDB0080827,NA
HMDB0080828,NA
HMDB0080829,NA
HMDB0080830,NA
HMDB0080831,NA
HMDB0080832,NA
HMDB0080833,NA
HMDB0080834,NA
HMDB0080835,NA
HMDB0080836,NA
HMDB0080837,NA
HMDB0080838,NA
HMDB0080839,NA
HMDB0080840,NA
HMDB0080841,NA
HMDB0080842,NA
HMDB0080843,NA
HMDB0080844,NA
HMDB0080845,NA
HMDB0080846,NA
HMDB0080847,NA
HMDB0080848,NA
HMDB0080849,NA
HMDB0080850,NA
HMDB0080851,NA
HMDB0080852,NA
HMDB0080853,NA
HMDB0080854,NA
HMDB0080855,NA
HMDB0080856,NA
HMDB0080857,NA
HMDB0080858,NA
HMDB0080859,NA
HMDB0080860,NA
HMDB0080861,NA
HMDB0080862,NA
HMDB0080863,NA
HMDB0080864,NA
HMDB0080865,NA
HMDB0080866,NA
HMDB0080867,NA
HMDB0080868,NA
HMDB0080869,NA
HMDB0080870,NA
HMDB0080871,NA
HMDB0080872,NA
HMDB0080873,NA
HMDB0080874,NA
HMDB0080875,NA
HMDB0080876,NA
HMDB0080877,NA
HMDB0080878,NA
HMDB0080879,NA
HMDB0080880,NA
HMDB0080881,NA
HMDB0080882,NA
HMDB0080883,NA
HMDB0080884,NA
HMDB0080885,NA
HMDB0080886,NA
HMDB0080887,NA
HMDB0080888,NA
HMDB0080889,NA
HMDB0080890,NA
HMDB0080891,NA
HMDB0080892,NA
HMDB0080893,NA
HMDB0080894,NA
HMDB0080895,NA
HMDB0080896,NA
HMDB0080897,NA
HMDB0080898,NA
HMDB0080899,NA
HMDB0080900,NA
HMDB0080901,NA
HMDB0080902,NA
HMDB0080903,NA
HMDB0080904,NA
HMDB0080905,NA
HMDB0080906,NA
HMDB0080907,NA
HMDB0080908,NA
HMDB0080909,NA
HMDB0080910,NA
HMDB0080911,NA
HMDB0080912,NA
HMDB0080913,NA
HMDB0080914,NA
HMDB0080915,NA
HMDB0080916,NA
HMDB0080917,NA
HMDB0080918,NA
HMDB0080919,NA
HMDB0080920,NA
HMDB0080921,NA
HMDB0080922,NA
HMDB0080923,NA
HMDB0080924,NA
HMDB0080925,NA
HMDB0080926,NA
HMDB0080927,NA
HMDB0080928,NA
HMDB0080929,NA
HMDB0080930,NA
HMDB0080931,NA
HMDB0080932,NA
HMDB0080933,NA
HMDB0080934,NA
HMDB0080935,NA
HMDB0080936,NA
HMDB0080937,NA
HMDB0080938,NA
HMDB0080939,NA
HMDB0080940,NA
HMDB0080941,NA
HMDB0080942,NA
HMDB0080943,NA
HMDB0080944,NA
HMDB0080945,NA
HMDB0080946,NA
HMDB0080947,NA
HMDB0080948,NA
HMDB0080949,NA
HMDB0080950,NA
HMDB0080951,NA
HMDB0080952,NA
HMDB0080953,NA
HMDB0080954,NA
HMDB0080955,NA
HMDB0080956,NA
HMDB0080957,NA
HMDB0080958,NA
HMDB0080959,NA
HMDB0080960,NA
HMDB0080961,NA
HMDB0080962,NA
HMDB0080963,NA
HMDB0080964,NA
HMDB0080965,NA
HMDB0080966,NA
HMDB0080967,NA
HMDB0080968,NA
HMDB0080969,NA
HMDB0080970,NA
HMDB0080971,NA
HMDB0080972,NA
HMDB0080973,NA
HMDB0080974,NA
HMDB0080975,NA
HMDB0080976,NA
HMDB0080977,NA
HMDB0080978,NA
HMDB0080979,NA
HMDB0080980,NA
HMDB0080981,NA
HMDB0080982,NA
HMDB0080983,NA
HMDB0080984,NA
HMDB0080985,NA
HMDB0080986,NA
HMDB0080987,NA
HMDB0080988,NA
HMDB0080989,NA
HMDB0080990,NA
HMDB0080991,NA
HMDB0080992,NA
HMDB0080993,NA
HMDB0080994,NA
HMDB0080995,NA
HMDB0080996,NA
HMDB0080997,NA
HMDB0080998,NA
HMDB0080999,NA
HMDB0081000,NA
HMDB0081001,NA
HMDB0081002,NA
HMDB0081003,NA
HMDB0081004,NA
HMDB0081005,NA
HMDB0081006,NA
HMDB0081007,NA
HMDB0081008,NA
HMDB0081009,NA
HMDB0081010,NA
HMDB0081011,NA
HMDB0081012,NA
HMDB0081013,NA
HMDB0081014,NA
HMDB0081015,NA
HMDB0081016,NA
HMDB0081017,NA
HMDB0081018,NA
HMDB0081019,NA
HMDB0081020,NA
HMDB0081021,NA
HMDB0081022,NA
HMDB0081023,NA
HMDB0081024,NA
HMDB0081025,NA
HMDB0081026,NA
HMDB0081027,NA
HMDB0081028,NA
HMDB0081029,NA
HMDB0081030,NA
HMDB0081031,NA
HMDB0081032,NA
HMDB0081033,NA
HMDB0081034,NA
HMDB0081035,NA
HMDB0081036,NA
HMDB0081037,NA
HMDB0081038,NA
HMDB0081039,NA
HMDB0081040,NA
HMDB0081041,NA
HMDB0081042,NA
HMDB0081043,NA
HMDB0081044,NA
HMDB0081045,NA
HMDB0081046,NA
HMDB0081047,NA
HMDB0081048,NA
HMDB0081049,NA
HMDB0081050,NA
HMDB0081051,NA
HMDB0081052,NA
HMDB0081053,NA
HMDB0081054,NA
HMDB0081055,NA
HMDB0081056,NA
HMDB0081057,NA
HMDB0081058,NA
HMDB0081059,NA
HMDB0081060,NA
HMDB0081061,NA
HMDB0081062,NA
HMDB0081063,NA
HMDB0081064,NA
HMDB0081065,NA
HMDB0081066,NA
HMDB0081067,NA
HMDB0081068,NA
HMDB0081069,NA
HMDB0081070,NA
HMDB0081071,NA
HMDB0081072,NA
HMDB0081073,NA
HMDB0081074,NA
HMDB0081075,NA
HMDB0081076,NA
HMDB0081077,NA
HMDB0081078,NA
HMDB0081079,NA
HMDB0081080,NA
HMDB0081081,NA
HMDB0081082,NA
HMDB0081083,NA
HMDB0081084,NA
HMDB0081085,NA
HMDB0081086,NA
HMDB0081087,NA
HMDB0081088,NA
HMDB0081089,NA
HMDB0081090,NA
HMDB0081091,NA
HMDB0081092,NA
HMDB0081093,NA
HMDB0081094,NA
HMDB0081095,NA
HMDB0081096,NA
HMDB0081097,NA
HMDB0081098,NA
HMDB0081099,NA
HMDB0081100,NA
HMDB0081101,NA
HMDB0081102,NA
HMDB0081103,NA
HMDB0081104,NA
HMDB0081105,NA
HMDB0081106,NA
HMDB0081107,NA
HMDB0081108,NA
HMDB0081109,NA
HMDB0081110,NA
HMDB0081111,NA
HMDB0081112,NA
HMDB0081113,NA
HMDB0081114,NA
HMDB0081115,NA
HMDB0081116,NA
HMDB0081117,NA
HMDB0081118,NA
HMDB0081119,NA
HMDB0081120,NA
HMDB0081121,NA
HMDB0081122,NA
HMDB0081123,NA
HMDB0081124,NA
HMDB0081125,NA
HMDB0081126,NA
HMDB0081127,NA
HMDB0081128,NA
HMDB0081129,NA
HMDB0081130,NA
HMDB0081131,NA
HMDB0081132,NA
HMDB0081133,NA
HMDB0081134,NA
HMDB0081135,NA
HMDB0081136,NA
HMDB0081137,NA
HMDB0081138,NA
HMDB0081139,NA
HMDB0081140,NA
HMDB0081141,NA
HMDB0081142,NA
HMDB0081143,NA
HMDB0081144,NA
HMDB0081145,NA
HMDB0081146,NA
HMDB0081147,NA
HMDB0081148,NA
HMDB0081149,NA
HMDB0081150,NA
HMDB0081151,NA
HMDB0081152,NA
HMDB0081153,NA
HMDB0081154,NA
HMDB0081155,NA
HMDB0081156,NA
HMDB0081157,NA
HMDB0081158,NA
HMDB0081159,NA
HMDB0081160,NA
HMDB0081161,NA
HMDB0081162,NA
HMDB0081163,NA
HMDB0081164,NA
HMDB0081165,NA
HMDB0081166,NA
HMDB0081167,NA
HMDB0081168,NA
HMDB0081169,NA
HMDB0081170,NA
HMDB0081171,NA
HMDB0081172,NA
HMDB0081173,NA
HMDB0081174,NA
HMDB0081175,NA
HMDB0081176,NA
HMDB0081177,NA
HMDB0081178,NA
HMDB0081179,NA
HMDB0081180,NA
HMDB0081181,NA
HMDB0081182,NA
HMDB0081183,NA
HMDB0081184,NA
HMDB0081185,NA
HMDB0081186,NA
HMDB0081187,NA
HMDB0081188,NA
HMDB0081189,NA
HMDB0081190,NA
HMDB0081191,NA
HMDB0081192,NA
HMDB0081193,NA
HMDB0081194,NA
HMDB0081195,NA
HMDB0081196,NA
HMDB0081197,NA
HMDB0081198,NA
HMDB0081199,NA
HMDB0081200,NA
HMDB0081201,NA
HMDB0081202,NA
HMDB0081203,NA
HMDB0081204,NA
HMDB0081205,NA
HMDB0081206,NA
HMDB0081207,NA
HMDB0081208,NA
HMDB0081209,NA
HMDB0081210,NA
HMDB0081211,NA
HMDB0081212,NA
HMDB0081213,NA
HMDB0081214,NA
HMDB0081215,NA
HMDB0081216,NA
HMDB0081217,NA
HMDB0081218,NA
HMDB0081219,NA
HMDB0081220,NA
HMDB0081221,NA
HMDB0081222,NA
HMDB0081223,NA
HMDB0081224,NA
HMDB0081225,NA
HMDB0081226,NA
HMDB0081227,NA
HMDB0081228,NA
HMDB0081229,NA
HMDB0081230,NA
HMDB0081231,NA
HMDB0081232,NA
HMDB0081233,NA
HMDB0081234,NA
HMDB0081235,NA
HMDB0081236,NA
HMDB0081237,NA
HMDB0081238,NA
HMDB0081239,NA
HMDB0081240,NA
HMDB0081241,NA
HMDB0081242,NA
HMDB0081243,NA
HMDB0081244,NA
HMDB0081245,NA
HMDB0081246,NA
HMDB0081247,NA
HMDB0081248,NA
HMDB0081249,NA
HMDB0081250,NA
HMDB0081251,NA
HMDB0081252,NA
HMDB0081253,NA
HMDB0081254,NA
HMDB0081255,NA
HMDB0081256,NA
HMDB0081257,NA
HMDB0081258,NA
HMDB0081259,NA
HMDB0081260,NA
HMDB0081261,NA
HMDB0081262,NA
HMDB0081263,NA
HMDB0081264,NA
HMDB0081265,NA
HMDB0081266,NA
HMDB0081267,NA
HMDB0081268,NA
HMDB0081269,NA
HMDB0081270,NA
HMDB0081271,NA
HMDB0081272,NA
HMDB0081273,NA
HMDB0081274,NA
HMDB0081275,NA
HMDB0081276,NA
HMDB0081277,NA
HMDB0081278,NA
HMDB0081279,NA
HMDB0081280,NA
HMDB0081281,NA
HMDB0081282,NA
HMDB0081283,NA
HMDB0081284,NA
HMDB0081285,NA
HMDB0081286,NA
HMDB0081287,NA
HMDB0081288,NA
HMDB0081289,NA
HMDB0081290,NA
HMDB0081291,NA
HMDB0081292,NA
HMDB0081293,NA
HMDB0081294,NA
HMDB0081295,NA
HMDB0081296,NA
HMDB0081297,NA
HMDB0081298,NA
HMDB0081299,NA
HMDB0081300,NA
HMDB0081301,NA
HMDB0081302,NA
HMDB0081303,NA
HMDB0081304,NA
HMDB0081305,NA
HMDB0081306,NA
HMDB0081307,NA
HMDB0081308,NA
HMDB0081309,NA
HMDB0081310,NA
HMDB0081311,NA
HMDB0081312,NA
HMDB0081313,NA
HMDB0081314,NA
HMDB0081315,NA
HMDB0081316,NA
HMDB0081317,NA
HMDB0081318,NA
HMDB0081319,NA
HMDB0081320,NA
HMDB0081321,NA
HMDB0081322,NA
HMDB0081323,NA
HMDB0081324,NA
HMDB0081325,NA
HMDB0081326,NA
HMDB0081327,NA
HMDB0081328,NA
HMDB0081329,NA
HMDB0081330,NA
HMDB0081331,NA
HMDB0081332,NA
HMDB0081333,NA
HMDB0081334,NA
HMDB0081335,NA
HMDB0081336,NA
HMDB0081337,NA
HMDB0081338,NA
HMDB0081339,NA
HMDB0081340,NA
HMDB0081341,NA
HMDB0081342,NA
HMDB0081343,NA
HMDB0081344,NA
HMDB0081345,NA
HMDB0081346,NA
HMDB0081347,NA
HMDB0081348,NA
HMDB0081349,NA
HMDB0081350,NA
HMDB0081351,NA
HMDB0081352,NA
HMDB0081353,NA
HMDB0081354,NA
HMDB0081355,NA
HMDB0081356,NA
HMDB0081357,NA
HMDB0081358,NA
HMDB0081359,NA
HMDB0081360,NA
HMDB0081361,NA
HMDB0081362,NA
HMDB0081363,NA
HMDB0081364,NA
HMDB0081365,NA
HMDB0081366,NA
HMDB0081367,NA
HMDB0081368,NA
HMDB0081369,NA
HMDB0081370,NA
HMDB0081371,NA
HMDB0081372,NA
HMDB0081373,NA
HMDB0081374,NA
HMDB0081375,NA
HMDB0081376,NA
HMDB0081377,NA
HMDB0081378,NA
HMDB0081379,NA
HMDB0081380,NA
HMDB0081381,NA
HMDB0081382,NA
HMDB0081383,NA
HMDB0081384,NA
HMDB0081385,NA
HMDB0081386,NA
HMDB0081387,NA
HMDB0081388,NA
HMDB0081389,NA
HMDB0081390,NA
HMDB0081391,NA
HMDB0081392,NA
HMDB0081393,NA
HMDB0081394,NA
HMDB0081395,NA
HMDB0081396,NA
HMDB0081397,NA
HMDB0081398,NA
HMDB0081399,NA
HMDB0081400,NA
HMDB0081401,NA
HMDB0081402,NA
HMDB0081403,NA
HMDB0081404,NA
HMDB0081405,NA
HMDB0081406,NA
HMDB0081407,NA
HMDB0081408,NA
HMDB0081409,NA
HMDB0081410,NA
HMDB0081411,NA
HMDB0081412,NA
HMDB0081413,NA
HMDB0081414,NA
HMDB0081415,NA
HMDB0081416,NA
HMDB0081417,NA
HMDB0081418,NA
HMDB0081419,NA
HMDB0081420,NA
HMDB0081421,NA
HMDB0081422,NA
HMDB0081423,NA
HMDB0081424,NA
HMDB0081425,NA
HMDB0081426,NA
HMDB0081427,NA
HMDB0081428,NA
HMDB0081429,NA
HMDB0081430,NA
HMDB0081431,NA
HMDB0081432,NA
HMDB0081433,NA
HMDB0081434,NA
HMDB0081435,NA
HMDB0081436,NA
HMDB0081437,NA
HMDB0081438,NA
HMDB0081439,NA
HMDB0081440,NA
HMDB0081441,NA
HMDB0081442,NA
HMDB0081443,NA
HMDB0081444,NA
HMDB0081445,NA
HMDB0081446,NA
HMDB0081447,NA
HMDB0081448,NA
HMDB0081449,NA
HMDB0081450,NA
HMDB0081451,NA
HMDB0081452,NA
HMDB0081453,NA
HMDB0081454,NA
HMDB0081455,NA
HMDB0081456,NA
HMDB0081457,NA
HMDB0081458,NA
HMDB0081459,NA
HMDB0081460,NA
HMDB0081461,NA
HMDB0081462,NA
HMDB0081463,NA
HMDB0081464,NA
HMDB0081465,NA
HMDB0081466,NA
HMDB0081467,NA
HMDB0081468,NA
HMDB0081469,NA
HMDB0081470,NA
HMDB0081471,NA
HMDB0081472,NA
HMDB0081473,NA
HMDB0081474,NA
HMDB0081475,NA
HMDB0081476,NA
HMDB0081477,NA
HMDB0081478,NA
HMDB0081479,NA
HMDB0081480,NA
HMDB0081481,NA
HMDB0081482,NA
HMDB0081483,NA
HMDB0081484,NA
HMDB0081485,NA
HMDB0081486,NA
HMDB0081487,NA
HMDB0081488,NA
HMDB0081489,NA
HMDB0081490,NA
HMDB0081491,NA
HMDB0081492,NA
HMDB0081493,NA
HMDB0081494,NA
HMDB0081495,NA
HMDB0081496,NA
HMDB0081497,NA
HMDB0081498,NA
HMDB0081499,NA
HMDB0081500,NA
HMDB0081501,NA
HMDB0081502,NA
HMDB0081503,NA
HMDB0081504,NA
HMDB0081505,NA
HMDB0081506,NA
HMDB0081507,NA
HMDB0081508,NA
HMDB0081509,NA
HMDB0081510,NA
HMDB0081511,NA
HMDB0081512,NA
HMDB0081513,NA
HMDB0081514,NA
HMDB0081515,NA
HMDB0081516,NA
HMDB0081517,NA
HMDB0081518,NA
HMDB0081519,NA
HMDB0081520,NA
HMDB0081521,NA
HMDB0081522,NA
HMDB0081523,NA
HMDB0081524,NA
HMDB0081525,NA
HMDB0081526,NA
HMDB0081527,NA
HMDB0081528,NA
HMDB0081529,NA
HMDB0081530,NA
HMDB0081531,NA
HMDB0081532,NA
HMDB0081533,NA
HMDB0081534,NA
HMDB0081535,NA
HMDB0081536,NA
HMDB0081537,NA
HMDB0081538,NA
HMDB0081539,NA
HMDB0081540,NA
HMDB0081541,NA
HMDB0081542,NA
HMDB0081543,NA
HMDB0081544,NA
HMDB0081545,NA
HMDB0081546,NA
HMDB0081547,NA
HMDB0081548,NA
HMDB0081549,NA
HMDB0081550,NA
HMDB0081551,NA
HMDB0081552,NA
HMDB0081553,NA
HMDB0081554,NA
HMDB0081555,NA
HMDB0081556,NA
HMDB0081557,NA
HMDB0081558,NA
HMDB0081559,NA
HMDB0081560,NA
HMDB0081561,NA
HMDB0081562,NA
HMDB0081563,NA
HMDB0081564,NA
HMDB0081565,NA
HMDB0081566,NA
HMDB0081567,NA
HMDB0081568,NA
HMDB0081569,NA
HMDB0081570,NA
HMDB0081571,NA
HMDB0081572,NA
HMDB0081573,NA
HMDB0081574,NA
HMDB0081575,NA
HMDB0081576,NA
HMDB0081577,NA
HMDB0081578,NA
HMDB0081579,NA
HMDB0081580,NA
HMDB0081581,NA
HMDB0081582,NA
HMDB0081583,NA
HMDB0081584,NA
HMDB0081585,NA
HMDB0081586,NA
HMDB0081587,NA
HMDB0081588,NA
HMDB0081589,NA
HMDB0081590,NA
HMDB0081591,NA
HMDB0081592,NA
HMDB0081593,NA
HMDB0081594,NA
HMDB0081595,NA
HMDB0081596,NA
HMDB0081597,NA
HMDB0081598,NA
HMDB0081599,NA
HMDB0081600,NA
HMDB0081601,NA
HMDB0081602,NA
HMDB0081603,NA
HMDB0081604,NA
HMDB0081605,NA
HMDB0081606,NA
HMDB0081607,NA
HMDB0081608,NA
HMDB0081609,NA
HMDB0081610,NA
HMDB0081611,NA
HMDB0081612,NA
